Date,Flashboards,Gate1,Gate2,Gate3,Remark,Operating
7/23/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
7/24/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
7/25/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
7/26/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
7/27/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
7/28/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
7/29/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
7/30/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
7/31/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/1/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/2/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/3/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/4/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/5/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/6/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/7/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/8/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/9/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/10/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/11/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/12/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/13/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/14/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/15/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/16/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/17/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/18/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/19/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/20/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/21/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/22/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/23/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/24/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/25/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/26/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/27/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/28/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/29/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/30/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
8/31/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/1/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/2/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/3/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/4/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/5/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/6/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/7/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/8/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/9/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/10/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/11/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/12/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/13/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/14/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/15/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/16/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/17/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/18/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/19/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/20/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/21/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/22/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/23/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/24/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/25/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/26/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/27/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/28/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/29/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
9/30/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
10/1/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
10/2/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
10/3/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
10/4/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
10/5/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
10/6/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
10/7/2001,OUT,O,O,O,stop operations.  anticipate no w.q. concern for remaining month,Open
10/8/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/9/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/10/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/11/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/12/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/13/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/14/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/15/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/16/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/17/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/18/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/19/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/20/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/21/2001,IN,M-OP,M-OP,M-OP,boat lock gates held open for fish study,Operating normally
10/22/2001,IN,M-OP,M-OP,OP,boat lock gates closed for fish study,Operating normally
10/23/2001,IN,M-OP,M-OP,OP,boat lock gates closed for fish study,Operating normally
10/24/2001,IN,M-OP,M-OP,OP,boat lock gates closed for fish study,Operating normally
10/25/2001,IN,M-OP,M-OP,OP,boat lock gates closed for fish study,Operating normally
10/26/2001,IN,M-OP,M-OP,C,gate #3 was stuck closed. fish test continued,Operating with one or more gates closed
10/27/2001,IN,M-OP,M-OP,C,gate #3 was stuck closed. fish test continued,Operating with one or more gates closed
10/28/2001,IN,M-OP,M-OP,C,gate #3 was stuck closed. fish test continued,Operating with one or more gates closed
10/29/2001,IN,M-OP,M-OP,M-OP,gate #3 fixed.,Operating normally
10/30/2001,IN,M-OP,M-OP,M-OP,gate #3 fixed.,Operating normally
10/31/2001,IN,M-OP,M-OP,M-OP,gate #3 fixed.,Operating normally
11/1/2001,IN,M-OP,M-OP,M-OP,gate #3 fixed.,Operating normally
11/2/2001,IN,M-OP,M-OP,M-OP,gate #3 fixed.,Operating normally
11/3/2001,IN,M-OP,M-OP,M-OP,gate #3 fixed.,Operating normally
11/4/2001,IN,M-OP,M-OP,M-OP,gate #3 fixed.,Operating normally
11/5/2001,IN,M-OP,M-OP,M-OP,gate #3 fixed.,Operating normally
11/6/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/7/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/8/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/9/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/10/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/11/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/12/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/13/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/14/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/15/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/16/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/17/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/18/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/19/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/20/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/21/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/22/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/23/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/24/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/25/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/26/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/27/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/28/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/29/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
11/30/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/1/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/2/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/3/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/4/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/5/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/6/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/7/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/8/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/9/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/10/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/11/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/12/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/13/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/14/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/15/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/16/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/17/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/18/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/19/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/20/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/21/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/22/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/23/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/24/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/25/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/26/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/27/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/28/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/29/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/30/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
12/31/2001,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/1/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/2/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/3/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/4/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/5/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/6/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/7/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/8/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/9/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/10/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/11/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/12/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/13/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/14/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/15/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/16/2002,IN,OP,OP,OP,gates automatic operations resumed.,Operating normally
1/17/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/18/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/19/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/20/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/21/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/22/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/23/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/24/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/25/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/26/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/27/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/28/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/29/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/30/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
1/31/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/1/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/2/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/3/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/4/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/5/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/6/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/7/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/8/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/9/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/10/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/11/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/12/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/13/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/14/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/15/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/16/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/17/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/18/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/19/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/20/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/21/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/22/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/23/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/24/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/25/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/26/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/27/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
2/28/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/1/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/2/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/3/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/4/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/5/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/6/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/7/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/8/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/9/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/10/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/11/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/12/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/13/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/14/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/15/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/16/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/17/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/18/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/19/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/20/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/21/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/22/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/23/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/24/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/25/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/26/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/27/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/28/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/29/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/30/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
3/31/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/1/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/2/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/3/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/4/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/5/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/6/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/7/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/8/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/9/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/10/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/11/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/12/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/13/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/14/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/15/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/16/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/17/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/18/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/19/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/20/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/21/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/22/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/23/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/24/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/25/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/26/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/27/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/28/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/29/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
4/30/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
5/1/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
5/2/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
5/3/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
5/4/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
5/5/2002,IN,O,O,O,"condition is good to stop gate oper., but keep fb installed if need to resume gate oper.",Open with flashboards in
5/6/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/7/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/8/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/9/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/10/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/11/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/12/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/13/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/14/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/15/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/16/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/17/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/18/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/19/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/20/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/21/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/22/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/23/2002,OUT,O,O,O,conditions good for the remaining control season,Open
5/24/2002,OUT,O,O,O,conditions good for the remaining control season,Open
