Date,Day,Stratum,Start Latitude,Start Longitude,Station Code,Region,Sub-Region,Time Start,Avg E/C (µS),Avg Temp (°C),Avg Turbidity (NTU),Avg Secchi (M),Avg Start Depth (M),Method,Number of Tows,TowDuration,TowDirection,Species,Catch,FL Range (mm),Expression,Stage,Mark,Comments
7/15/2020,Weds,Lower Sacramento,38.13967,-121.69237,20-51-RV03,North,Sacramento River near Rio Vista,8:50,124.13,23.58,6.77,1.78,10.15,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/15/2020,Weds,Lower Sacramento,38.10065,-121.72488,20-51-RV04,North,Sacramento River near Rio Vista,10:24,131.53,23.7,7.11,1.8,8.05,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/15/2020,Weds,Lower Sacramento,38.0638,-121.82946,20-51-LSR02,West,Lower Sacramento River,11:55,3799.75,22.48,14.4,0.73,10.63,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/16/2020,Thurs,Sac Deep Water Shipping Channel,38.50341,-121.58453,20-51-USSC01,North,Upper Sacramento River Shipping Channel,8:49,942.25,24.08,11.7,0.73,10.68,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/16/2020,Thurs,Sac Deep Water Shipping Channel,38.41703,-121.60934,20-51-LSSC05,North,Lower Sacramento River Shipping Channel,10:22,696.25,23.43,23.85,0.51,10.4,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/16/2020,Thurs,Sac Deep Water Shipping Channel,38.23423,-121.60479,20-51-LSSC04,North,Lower Sacramento River Shipping Channel,12:08,136.38,22.43,10.21,1.43,10.5,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/16/2020,Thurs,Lower Sacramento,38.08262,-121.7444,20-51-LSR01,West,Lower Sacramento River,8:55,272.48,22.83,13.08,0.87,9.78,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/16/2020,Thurs,Lower Sacramento,38.10606,-121.70357,20-51-RV02,North,Sacramento River near Rio Vista,10:14,334.68,23.25,8.33,1.54,7.98,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/16/2020,Thurs,Lower Sacramento,38.15274,-121.68687,20-51-RV01,North,Sacramento River near Rio Vista,11:40,125.08,23.38,5.53,1.8,6.48,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/16/2020,Thurs,Suisun Marsh,38.1721,-121.95643,20-51-SM04,West,Suisun Marsh,8:20,9420.5,21.9,19.05,0.57,8.23,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,"Tow 1 was code 2 (Distance from site exceeded target distance, was 0.61 mi at stop)"
7/16/2020,Thurs,Suisun Marsh,38.13301,-122.08213,20-51-SM05,West,Suisun Marsh,9:59,16089.75,21.7,25.15,0.5,5.58,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/16/2020,Thurs,Suisun Marsh,38.10201,-122.0656,20-51-GB01,West,Grizzly Bay,11:17,20482.75,21,62.08,0.29,3.25,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/20/2020,Mon,Suisun Marsh,38.17448,-121.92427,20-52-SM03,West,Suisun Marsh,8:21,9289,20.18,32.8,0.44,4.78,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/20/2020,Mon,Suisun Marsh,38.16827,-122.06863,20-52-SM02,West,Suisun Marsh,10:12,12689.25,21.1,42.65,0.34,6.53,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,"Tow 2 was code 2 (Distance from site exceeded target distance, was 0.58 mi at stop)"
7/20/2020,Mon,Suisun Marsh,38.20538,-122.03372,20-52-SM01,West,Suisun Marsh,11:55,8868.25,20.28,49.3,0.27,4.33,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/20/2020,Mon,Sac Deep Water Shipping Channel,38.56319,-121.55472,20-52-USSC01,North,Upper Sacramento River Shipping Channel,9:02,1103.5,25.38,8.67,1.78,11.1,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,"Tow 4 was code 2 (Distance from site exceeded target distance, was 0.58 mi at stop)"
7/20/2020,Mon,Sac Deep Water Shipping Channel,38.50767,-121.5842,20-52-USSC02,North,Upper Sacramento River Shipping Channel,10:20,920,24.03,17,0.74,8.65,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/20/2020,Mon,Sac Deep Water Shipping Channel,38.25999,-121.66552,20-52-LSSC01,North,Lower Sacramento River Shipping Channel,12:15,184.48,22.55,10.9,0.97,7.08,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,No sites performed at Eddo's today due to windy conditions. Sites will be completed later in the week. 
7/21/2020,Tues,Suisun Marsh,38.17389,-122.01612,20-52-SM04,West,Suisun Marsh,8:26,12965.5,21.23,38.15,0.36,7.2,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/21/2020,Tues,Suisun Marsh,38.10681,-122.05213,20-52-GB01,West,Grizzly Bay,9:58,19295.5,19.3,191,0.12,3.35,Kodiak,2,10,U,DSM,1,45,n/p,n/p,n/p,DSM flash frozen for UCD
7/21/2020,Tues,Suisun Marsh,38.15679,-122.04952,20-52-SM05,West,Suisun Marsh,11:00,12738.5,21.7,80.63,0.34,3.3,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/21/2020,Tues,Sac Deep Water Shipping Channel,38.49287,-121.5843,20-52-USSC03,North,Upper Sacramento River Shipping Channel,8:38,859.75,23.38,16.33,0.74,10.73,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Buoy line wrapped around net/twist in net)
7/21/2020,Tues,Sac Deep Water Shipping Channel,38.324,-121.64951,20-52-LSSC03,North,Lower Sacramento River Shipping Channel,10:18,281.7,22.33,24.9,0.53,10.65,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,5 Wakasagi (61-75mm) retained for verification
7/21/2020,Tues,Sac Deep Water Shipping Channel,38.22292,-121.67335,20-52-LSSC02,North,Lower Sacramento River Shipping Channel,11:50,134.13,21.5,10.43,1.39,13.98,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/21/2020,Tues,Lower Sacramento,38.0921,-121.70865,20-52-RV02,North,Sacramento River near Rio Vista,9:00,523.25,21.4,15.23,0.87,3.08,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Twist in net)
7/21/2020,Tues,Lower Sacramento,38.08725,-121.7466,20-52-LSR01,West,Lower Sacramento River,10:22,364.18,21.65,18.63,0.83,8.9,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/21/2020,Tues,Lower Sacramento,38.15416,-121.68596,20-52-RV01,North,Sacramento River near Rio Vista,11:54,132.3,22.33,10.54,1.51,5.43,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/22/2020,Weds,Cache Slough and Liberty Island,38.23554,-121.67916,20-52-CS02,North,Cache Slough/Liberty Island,10:48,146.98,20.75,13.69,0.89,6.8,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 2 was code 2 (partial net blockage due to vegetation)
7/22/2020,Weds,Cache Slough and Liberty Island,38.3187,-121.6928,20-52-CS01,North,Cache Slough/Liberty Island,8:12,223.85,20.73,8.11,1.08,5.4,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/22/2020,Weds,Cache Slough and Liberty Island,38.30466,-121.66714,20-52-CS03,North,Cache Slough/Liberty Island,9:29,160.08,20.3,13.7,0.71,6.58,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/22/2020,Weds,Suisun Bay,38.05601,-122.1062,20-52-SBW01,Far West,West Suisun Bay,10:03,22190.5,19.4,59.98,0.32,6.23,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/22/2020,Weds,Suisun Bay,38.07275,-121.96743,20-52-HB01,West,Honker Bay,8:28,15954.75,19.6,37.2,0.35,4.95,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 2 was code 2 (twist in net)
7/22/2020,Weds,Suisun Bay,38.04637,-121.87642,20-52-CF01,West,Confluence,11:57,6436.25,20.88,20.4,0.66,4.3,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,"Tows 1 and 3 were code 2 (buoy line wrapped around net); Tow 2 was code 2 (Distance from site exceeded target distance, was 0.58 mi at stop)"
7/22/2020,Weds,Lower Sacramento,38.06432,-121.81486,20-52-LSR02,West,Lower Sacramento River,8:59,6009.25,20.5,32.98,0.38,5.63,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/22/2020,Weds,Lower Sacramento,38.13232,-121.69403,20-52-RV04,North,Sacramento River near Rio Vista,10:30,159.53,21.98,9.79,0.94,7.73,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/22/2020,Weds,Lower Sacramento,38.17476,-121.6701,20-52-RV03,North,Sacramento River near Rio Vista,12:01,129.18,22.48,8.94,1.07,15.3,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/23/2020,Thurs,Suisun Bay,38.06238,-122.03936,20-52-SBM01,West,Mid Suisun Bay,8:05,19804.5,19.68,26.75,0.6,8.95,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tows 1 and 2 were code 2 (Twist in net). No further sites performed at Pitts due to boat issues. Sites will be completed tomorrow. 
7/23/2020,Thurs,Cache Slough and Liberty Island,38.24643,-121.70431,20-52-CS04,North,Cache Slough/Liberty Island,8:10,151.25,20.85,6.45,1.29,5.35,Kodiak,2,7,U,n/p,n/p,n/p,n/p,n/p,n/p,Tows 1 and 2 were code 2 (Partial blockage due to vegetation; tows cut short due to heavy vegetation). Tows 3 and 4 not performed 
7/23/2020,Thurs,Cache Slough and Liberty Island,38.25708,-121.69021,20-52-CS06,North,Cache Slough/Liberty Island,9:01,144.35,21.175,8.58,1.35,10.125,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/23/2020,Thurs,Cache Slough and Liberty Island,38.26405,-121.66989,20-52-CS05,North,Cache Slough/Liberty Island,10:22,153.325,20.525,16.125,0.85,6.225,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,No sites performed at Eddo's today. Sites will be completed tomorrow. 
7/24/2020,Friday,Suisun Bay,38.07206,-121.85507,20-52-CF02,West,Confluence,9:29,7696.25,20.65,21.625,0.68,4.85,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/24/2020,Friday,Suisun Bay,38.08277,-121.98407,20-52-SBM02,West,Mid Suisun Bay,8:00,16757.75,19.925,34.1,0.41,13.375,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/24/2020,Friday,Lower San Joaquin,38.06346,-121.54154,20-52-PP01,South ,San Joaquin River at Prisoners Pt,8:32,192.58,22.63,4.79,1.8,4.93,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/24/2020,Friday,Lower San Joaquin,38.04582,-121.69701,20-52-LSJ02,West,Lower San Joaquin River,10:16,1260.75,21.53,7.88,1.09,8.43,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/24/2020,Friday,Lower San Joaquin,38.02518,-121.72055,20-52-LSJ01,West,Lower San Joaquin River,11:31,890.25,22.15,4.32,1.71,4.63,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/27/2020,Mon,Suisun Bay,38.05141,-121.88829,20-53-CF02,West,Confluence,7:47,7343,20.63,33.48,0.48,11.98,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/27/2020,Mon,Suisun Bay,38.04475,-121.92865,20-53-CF01,West,Confluence,9:03,10310.5,20.53,25.53,0.61,18.98,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/27/2020,Mon,Suisun Bay,38.07394,-122.00679,20-53-SBM01,West,Mid Suisun Bay,10:32,17100.25,19.63,39.78,0.4,9.2,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/27/2020,Mon,Sac Deep Water Shipping Channel,38.56124,-121.54064,20-53-USSC01,North,Upper Sacramento River Shipping Channel,8:36,1116.75,25.65,3.26,1.8,6.98,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/27/2020,Mon,Sac Deep Water Shipping Channel,38.2849,-121.65912,20-53-LSSC02,North,Lower Sacramento River Shipping Channel,10:32,164.05,21.95,7.98,1.32,11.38,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,"Tow 4 was code 2 (Distance from site exceeded target distance, was 0.57 mi at stop)"
7/27/2020,Mon,Sac Deep Water Shipping Channel,38.20115,-121.65589,20-53-LSSC01,North,Lower Sacramento River Shipping Channel,11:51,149.88,22.53,4.33,1.8,12.95,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/27/2020,Mon,Lower Sacramento,38.12727,-121.69555,20-53-RV03,North,Sacramento River near Rio Vista,9:54,268.15,21.95,6.76,1.44,7.85,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Twist in net)
7/27/2020,Mon,Lower Sacramento,38.06736,-121.77207,20-53-LSR04,West,Lower Sacramento River,9:34,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,"Code 4: Strong winds, too rough to sample"
7/27/2020,Mon,Lower Sacramento,38.0658,-121.83036,20-53-LSR03,West,Lower Sacramento River,9:17,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,"Code 4: Strong winds, too rough to sample"
7/27/2020,Mon,Lower Sacramento,38.5202,-121.68652,20-53-RV04,North,Sacramento River near Rio Vista,11:04,176.13,22.33,6.22,1.57,5.65,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/27/2020,Mon,Lower Sacramento,38.17102,-121.6716,20-53-RV02,North,Sacramento River near Rio Vista,12:20,144.05,22.73,4.37,1.8,7.45,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/28/2020,Tues,Suisun Bay,38.05673,-121.95921,20-53-HB01,West,Honker Bay,7:47,8623,20.4,19.15,0.57,15.1,Kodiak,2,10,D,n/p,n/p,n/p,n/p,n/p,n/p,Only 2 sites performed due to wind
7/28/2020,Tues,Suisun Bay,38.08885,-122.00967,20-53-SBM02,West,Mid Suisun Bay,8:42,14148,20,26.6,0.47,11.08,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/28/2020,Tues,Suisun Bay,38.03124,-121.83099,20-53-CF03,West,Confluence,10:21,2866,21.1,17.93,0.73,4.53,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/28/2020,Tues,Sac Deep Water Shipping Channel,38.51948,-121.58454,20-53-USSC02,North,Upper Sacramento River Shipping Channel,8:33,984.5,23.65,13.48,0.79,10.7,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/28/2020,Tues,Sac Deep Water Shipping Channel,38.19815,-121.65733,20-53-LSSC03,North,Lower Sacramento River Shipping Channel,11:50,150.15,22.33,9.22,1.8,15.15,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/28/2020,Tues,Sac Deep Water Shipping Channel,38.40268,-121.616,20-53-LSSC04,North,Lower Sacramento River Shipping Channel,10:07,536,21.9,49.65,0.32,9.33,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,9 Wakasagi (40-80mm) retained for verification
7/28/2020,Tues,Lower Sacramento,38.05934,-121.80483,20-53-LSR01,West,Lower Sacramento River,8:30,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,"Code 4: Strong winds, too rough to sample"
7/28/2020,Tues,Lower Sacramento,38.07792,-121.76492,20-53-LSR02,West,Lower Sacramento River,8:46,321.63,21.45,18.73,0.66,9.75,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/28/2020,Tues,Lower Sacramento,38.10504,-121.71498,20-53-RV01,North,Sacramento River near Rio Vista,10:12,258.48,21.7,11.37,1,5.1,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/28/2020,Tues,Lower Sacramento,38.03301,-121.78248,20-53-LSR05,West,Lower Sacramento River,11:30,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,"Code 4: Strong winds, too rough to sample"
7/28/2020,Tues,Lower Sacramento,38.09571,-121.7236,20-53-RV05,North,Sacramento River near Rio Vista,11:31,376.53,21.4,14.15,0.71,4.98,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/29/2020,Wed,Cache Slough and Liberty Island,38.26101,-121.75387,20-53-CS06,North,Cache Slough/Liberty Island,7:58,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Heavy SAV and too shallow (1.9 m)
7/29/2020,Wed,Cache Slough and Liberty Island,38.25702,-121.72977,20-53-CS01,North,Cache Slough/Liberty Island,8:09,163.18,20.83,5.01,1.67,4.5,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/29/2020,Wed,Cache Slough and Liberty Island,38.24465,-121.68786,20-53-CS03,North,Cache Slough/Liberty Island,9:27,158.78,21.08,7.51,1.57,14.01,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/29/2020,Wed,Cache Slough and Liberty Island,38.27921,-121.69454,20-53-CS02,North,Cache Slough/Liberty Island,10:36,170.93,20.8,6.17,1.44,7.03,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/29/2020,Wed,Suisun Marsh,38.14791,-122.05719,20-53-SM01,West,Suisun Marsh,8:21,15548.75,20.85,27.63,0.41,10.18,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/29/2020,Wed,Suisun Marsh,38.11824,-122.05527,20-53-GB02,West,Grizzly Bay,9:46,18098.25,19.88,64.98,0.28,4.15,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/29/2020,Wed,Suisun Marsh,38.10489,-122.03133,20-53-GB01,West,Grizzly Bay,11:09,19380.25,19.98,51.45,0.32,3.15,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was Code 2 (Twist in net)
7/29/2020,Wed,Lower San Joaquin,38.023002,-121.79549,20-53-LSJ01,West,Lower San Joaquin River,8:49,1510.5,21.4,8.56,1.02,11.6,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/29/2020,Wed,Lower San Joaquin,38.02468,-121.784,20-53-LSJ02,West,Lower San Joaquin River,10:03,1314.75,21.5,8.52,0.97,12.8,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/29/2020,Wed,Lower San Joaquin,38.08572,-121.64268,20-53-SJT02,South ,San Joaquin River at Twitchell Island,11:33,232.63,22.85,5.63,1.36,14.38,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/20/2020,Thurs,Suisun Marsh,38.10218,-122.06631,20-53-GB03,West,Grizzly Bay,8:11,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Too Shallow
7/20/2020,Thurs,Suisun Marsh,38.15197,-122.07067,20-53-SM04,West,Suisun Marsh,8:15,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Too Shallow
7/20/2020,Thurs,Suisun Marsh,38.17936,-122.05199,20-53-SM02,West,Suisun Marsh,8:33,12990,20.65,31.2,0.45,5.58,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/20/2020,Thurs,Suisun Marsh,38.15385,-121.92076,20-53-SM05,West,Suisun Marsh,10:19,10033.25,20.98,22.38,0.54,4.13,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
7/20/2020,Thurs,Suisun Marsh,38.12583,-121.89075,20-53-SM03,West,Suisun Marsh,11:51,9064.75,20.85,17.75,0.63,4.43,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,1 Wakasagi (51mm) retained for verification
7/20/2020,Thurs,Cache Slough and Liberty Island,38.24536,-121.68759,20-53-CS07,North,Cache Slough/Liberty Island,8:00,156.43,21.2,5.9,1.55,9.33,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Buoy line wrapped around net)
7/20/2020,Thurs,Cache Slough and Liberty Island,38.28723,-121.69256,20-53-CS04,North,Cache Slough/Liberty Island,9:13,221.25,21.48,5.2,1.63,5.28,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Buoy line wrapped around net)
7/20/2020,Thurs,Cache Slough and Liberty Island,38.2714,-121.70402,20-53-CS05,North,Cache Slough/Liberty Island,9:04,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Too Shallow and heavy SAV
7/20/2020,Thurs,Cache Slough and Liberty Island,38.33318,-121.66729,20-53-CS08,North,Cache Slough/Liberty Island,10:34,206.1,21.4,18.2,0.67,5.2,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,"Tow 3 was code 2 (Distance from site exceeded target distance, was 0.59 mi at stop)"
7/20/2020,Thurs,Lower San Joaquin,38.08696,-121.56816,20-53-PP01,South ,San Joaquin River at Prisoners Pt,9:44,201.05,23.08,8.19,1.11,11.28,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
7/20/2020,Thurs,Lower San Joaquin,38.0641,-121.54071,20-53-PP02,South ,San Joaquin River at Prisoners Pt,8:39,202.55,23.1,5.83,1.02,4.7,Kodiak,2,10,D,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Heavy vegetation); Only 2 tows performed at site due to heavy vegetation
7/20/2020,Thurs,Lower San Joaquin,38.0895,-121.63458,20-53-SJT01,South ,San Joaquin River at Twitchell Island,11:04,203.55,22.9,7.27,1.21,16.65,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/3/2020,Mon,Cache Slough and Liberty Island,38.24804,-121.70483,21-02-CS01,North,Cache Slough/Liberty Island,8:07,150.25,21.7,3.61,1.8,3.75,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/3/2020,Mon,Cache Slough and Liberty Island,38.30234,-121.667,21-02-CS04,North,Cache Slough/Liberty Island,9:43,160.75,21.85,7.56,1.35,5.1,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/3/2020,Mon,Cache Slough and Liberty Island,38.28472,-121.71774,21-02-CS02,North,Cache Slough/Liberty Island,9:20,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Heavy SAV
8/3/2020,Mon,Cache Slough and Liberty Island,38.28267,-121.71609,21-02-CS06,North,Cache Slough/Liberty Island,9:25,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Heavy SAV
8/3/2020,Mon,Cache Slough and Liberty Island,38.24265,-121.67924,21-02-CS03,North,Cache Slough/Liberty Island,10:54,152.2,21.98,10.89,1.04,11,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/3/2020,Mon,Lower San Joaquin,38.04732,-121.52733,21-02-PP03,South ,San Joaquin River at Prisoners Pt,8:42,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p,Code 4: Site is on an island
8/3/2020,Mon,Lower San Joaquin,38.05859,-121.55522,21-02-PP01,South ,San Joaquin River at Prisoners Pt,8:46,218.8,23.35,10.63,1.09,17.15,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Vegetation blocking live box)
8/3/2020,Mon,Lower San Joaquin,38.08262,-121.56882,21-02-PP04,South ,San Joaquin River at Prisoners Pt,9:56,213.58,23.38,11.45,1.11,8.15,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/3/2020,Mon,Lower San Joaquin,38.10463,-121.60371,21-02-PP02,South ,San Joaquin River at Prisoners Pt,11:07,205.28,23.43,9.48,1.11,9.63,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,Tow 1 was code 2 (Twist in net)
8/3/2020,Mon,Suisun Marsh,38.17238,-121.95649,21-02-SM03,West,Suisun Marsh,8:34,11562.25,21.3,29.5,0.57,9.7,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/3/2020,Mon,Suisun Marsh,38.18228,-122.05295,21-02-SM01,West,Suisun Marsh,10:23,11393,20.73,32.4,0.52,6.5,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/3/2020,Mon,Suisun Marsh,38.1432,-122.05979,21-02-SM02,West,Suisun Marsh,11:53,15239.5,21.63,27.48,0.57,10.53,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p,
8/4/2020,Tues,Cache Slough and Liberty Island,38.27134,-121.69304,21-02-CS05,North,Cache Slough/Liberty Island,8:05,147.75,22.08,6.47,1.6,5.45,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/4/2020,Tues,Cache Slough and Liberty Island,38.23886,-121.683,21-02-CS07,North,Cache Slough/Liberty Island,9:50,148.38,22.05,11.9,1.15,14.93,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/4/2020,Tues,Cache Slough and Liberty Island,38.23506,-121.68134,21-02-CS08,North,Cache Slough/Liberty Island,11:02,150.58,22.1,11.3,1.15,11.53,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/4/2020,Tues,Lower San Joaquin,38.04542,-121.70404,21-02-LSJ02,West,Lower San Joaquin River,8:24,1341.5,22.2,9.47,0.86,7.83,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/4/2020,Tues,Lower San Joaquin,38.05783,-121.6842,21-02-SJT01,South ,San Joaquin River at Twitchell Island,9:34,790.75,22.53,9.07,1.02,14,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/4/2020,Tues,Lower San Joaquin,38.02691,-121.74677,21-02-LSJ01,West,Lower San Joaquin River,10:53,1118,22.45,9.63,0.93,11.73,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/4/2020,Tues,Suisun Marsh,38.10295,-122.05774,21-02-GB01,West,Grizzly Bay,8:23,16809.25,20.45,73.5,0.37,3.95,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
8/4/2020,Tues,Suisun Marsh,38.15748,-122.05059,21-02-SM04,West,Suisun Marsh,9:57,14661.75,21.53,28.38,0.49,5.85,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p,
