# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-11-18 16:38:05 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11455478 SACRAMENTO R A DECKER ISLAND NR RIO VISTA CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11455478
#            TS   parameter     Description
#         16209       00010     Temperature, water, degrees Celsius, [HYDRO EXO]
#         16210       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, [HYDRO EXO]
#         16212       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), MEDIAN TS087: YSI model 6136
#         16214       00010     Temperature, water, degrees Celsius, BGC PROJECT
#         16215       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, BGC PROJECT
#         16218       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), BGC PROJECT
#        248800       32316     Chlorophyll fluorescence (fChl), water, in situ, concentration estimated from reference material, micrograms per liter as chlorophyll, BGC PROJECT
#        257815       00480     Salinity, water, unfiltered, parts per thousand, BGC PROJECT
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	16214_00010	16214_00010_cd	16215_00095	16215_00095_cd	16218_63680	16218_63680_cd	248800_32316	248800_32316_cd	257815_00480	257815_00480_cd
USGS	11455478	2020-07-14 11:15	PST	23.5	P	231	P	6.0	P	2.3	P	0.1	P
USGS	11455478	2020-07-14 11:30	PST	23.5	P	241	P	6.2	P	2.2	P	0.1	P
USGS	11455478	2020-07-14 11:45	PST	23.5	P	244	P	6.4	P	2.2	P	0.1	P
USGS	11455478	2020-07-14 12:00	PST	23.5	P	247	P	5.9	P	2.5	P	0.1	P
USGS	11455478	2020-07-14 12:15	PST	23.5	P	251	P	5.9	P	2.3	P	0.1	P
USGS	11455478	2020-07-14 12:30	PST	23.5	P	250	P	6.2	P	2.4	P	0.1	P
USGS	11455478	2020-07-14 12:45	PST	23.5	P	251	P	6.1	P	2.8	P	0.1	P
USGS	11455478	2020-07-14 13:00	PST	23.5	P	243	P	6.3	P	2.7	P	0.1	P
USGS	11455478	2020-07-14 13:15	PST	23.6	P	224	P	5.1	P	2.9	P	0.1	P
USGS	11455478	2020-07-14 13:30	PST	23.6	P	222	P	5.3	P	3.2	P	0.1	P
USGS	11455478	2020-07-14 13:45	PST	23.7	P	215	P	4.6	P	3.1	P	0.1	P
USGS	11455478	2020-07-14 14:00	PST	23.8	P	210	P	4.1	P	3.0	P	0.1	P
USGS	11455478	2020-07-14 14:15	PST	23.8	P	204	P	3.9	P	3.1	P	0.1	P
USGS	11455478	2020-07-14 14:30	PST	24.1	P	198	P	3.9	P	3.2	P	0.1	P
USGS	11455478	2020-07-14 14:45	PST	24.2	P	182	P	3.8	P	3.4	P	0.1	P
USGS	11455478	2020-07-14 15:00	PST	24.0	P	186	P	4.2	P	3.2	P	0.1	P
USGS	11455478	2020-07-14 15:15	PST	24.0	P	181	P	4.7	P	3.1	P	0.1	P
USGS	11455478	2020-07-14 15:30	PST	24.0	P	179	P	4.6	P	3.2	P	0.1	P
USGS	11455478	2020-07-14 15:45	PST	24.0	P	179	P	4.7	P	3.2	P	0.1	P
USGS	11455478	2020-07-14 16:00	PST	24.0	P	180	P	5.1	P	3.1	P	0.1	P
USGS	11455478	2020-07-14 16:15	PST	24.0	P	186	P	5.0	P	2.9	P	0.1	P
USGS	11455478	2020-07-14 16:30	PST	24.0	P	187	P	4.8	P	2.8	P	0.1	P
USGS	11455478	2020-07-14 16:45	PST	24.0	P	191	P	4.7	P	2.9	P	0.1	P
USGS	11455478	2020-07-14 17:00	PST	24.1	P	195	P	4.9	P	2.9	P	0.1	P
USGS	11455478	2020-07-14 17:15	PST	24.1	P	200	P	4.8	P	2.7	P	0.1	P
USGS	11455478	2020-07-14 17:30	PST	24.0	P	203	P	4.7	P	2.8	P	0.1	P
USGS	11455478	2020-07-14 17:45	PST	24.0	P	202	P	4.5	P	2.8	P	0.1	P
USGS	11455478	2020-07-14 18:00	PST	24.0	P	195	P	4.4	P	2.9	P	0.1	P
USGS	11455478	2020-07-14 18:15	PST	24.0	P	192	P	5.0	P	3.0	P	0.1	P
USGS	11455478	2020-07-14 18:30	PST	24.0	P	186	P	4.4	P	3.2	P	0.1	P
USGS	11455478	2020-07-14 18:45	PST	24.0	P	189	P	6.0	P	3.2	P	0.1	P
USGS	11455478	2020-07-14 19:00	PST	23.9	P	186	P	5.7	P	3.6	P	0.1	P
USGS	11455478	2020-07-14 19:15	PST	23.9	P	194	P	6.5	P	3.4	P	0.1	P
USGS	11455478	2020-07-14 19:30	PST	23.8	P	202	P	7.7	P	3.4	P	0.1	P
USGS	11455478	2020-07-14 19:45	PST	23.7	P	226	P	8.1	P	3.1	P	0.1	P
USGS	11455478	2020-07-14 20:00	PST	23.6	P	237	P	10.2	P	3.1	P	0.1	P
USGS	11455478	2020-07-14 20:15	PST	23.5	P	250	P	12.4	P	3.1	P	0.1	P
USGS	11455478	2020-07-14 20:30	PST	23.5	P	248	P	14.3	P	3.1	P	0.1	P
USGS	11455478	2020-07-14 20:45	PST	23.3	P	352	P	13.8	P	2.6	P	0.2	P
USGS	11455478	2020-07-14 21:00	PST	23.2	P	421	P	13.5	P	2.5	P	0.2	P
USGS	11455478	2020-07-14 21:15	PST	23.2	P	496	P	14.4	P	2.4	P	0.2	P
USGS	11455478	2020-07-14 21:30	PST	23.1	P	583	P	14.1	P	2.4	P	0.3	P
USGS	11455478	2020-07-14 21:45	PST	23.1	P	722	P	13.9	P	2.2	P	0.3	P
USGS	11455478	2020-07-14 22:00	PST	23.0	P	849	P	12.7	P	1.9	P	0.4	P
USGS	11455478	2020-07-14 22:15	PST	23.0	P	1200	P	21.7	P	2.2	P	0.6	P
USGS	11455478	2020-07-14 22:30	PST	22.9	P	1340	P	20.1	P	2.0	P	0.7	P
USGS	11455478	2020-07-14 22:45	PST	22.9	P	1690	P	19.4	P	1.9	P	0.8	P
USGS	11455478	2020-07-14 23:00	PST	22.9	P	1830	P	17.5	P	1.8	P	0.9	P
USGS	11455478	2020-07-14 23:15	PST	22.8	P	1860	P	15.1	P	1.7	P	0.9	P
USGS	11455478	2020-07-14 23:30	PST	22.8	P	1930	P	15.0	P	1.7	P	1.0	P
USGS	11455478	2020-07-14 23:45	PST	22.8	P	2080	P	14.7	P	1.7	P	1.0	P
USGS	11455478	2020-07-15 00:00	PST	22.8	P	2180	P	14.1	P	1.7	P	1.1	P
USGS	11455478	2020-07-15 00:15	PST	22.8	P	2180	P	13.4	P	1.6	P	1.1	P
USGS	11455478	2020-07-15 00:30	PST	22.8	P	2160	P	12.5	P	1.6	P	1.1	P
USGS	11455478	2020-07-15 00:45	PST	22.8	P	2160	P	12.5	P	1.6	P	1.1	P
USGS	11455478	2020-07-15 01:00	PST	22.7	P	2110	P	12.3	P	1.6	P	1.1	P
USGS	11455478	2020-07-15 01:15	PST	22.7	P	2020	P	12.1	P	1.6	P	1.0	P
USGS	11455478	2020-07-15 01:30	PST	22.8	P	1860	P	12.0	P	1.6	P	0.9	P
USGS	11455478	2020-07-15 01:45	PST	22.7	P	1700	P	11.2	P	1.4	P	0.8	P
USGS	11455478	2020-07-15 02:00	PST	22.7	P	1540	P	10.4	P	1.3	P	0.8	P
USGS	11455478	2020-07-15 02:15	PST	22.7	P	1220	P	9.4	P	1.5	P	0.6	P
USGS	11455478	2020-07-15 02:30	PST	22.8	P	928	P	9.7	P	1.5	P	0.4	P
USGS	11455478	2020-07-15 02:45	PST	22.8	P	789	P	12.7	P	1.8	P	0.4	P
USGS	11455478	2020-07-15 03:00	PST	22.9	P	580	P	21.3	P	2.3	P	0.3	P
USGS	11455478	2020-07-15 03:15	PST	23.0	P	454	P	17.0	P	2.2	P	0.2	P
USGS	11455478	2020-07-15 03:30	PST	23.0	P	349	P	14.6	P	2.1	P	0.2	P
USGS	11455478	2020-07-15 03:45	PST	23.1	P	280	P	15.3	P	2.7	P	0.1	P
USGS	11455478	2020-07-15 04:00	PST	23.2	P	235	P	14.8	P	2.9	P	0.1	P
USGS	11455478	2020-07-15 04:15	PST	23.3	P	220	P	14.1	P	3.1	P	0.1	P
USGS	11455478	2020-07-15 04:30	PST	23.4	P	209	P	10.9	P	2.9	P	0.1	P
USGS	11455478	2020-07-15 04:45	PST	23.4	P	200	P	12.1	P	3.4	P	0.1	P
USGS	11455478	2020-07-15 05:00	PST	23.5	P	193	P	10.0	P	3.1	P	0.1	P
USGS	11455478	2020-07-15 05:15	PST	23.5	P	191	P	11.0	P	3.2	P	0.1	P
USGS	11455478	2020-07-15 05:30	PST	23.6	P	192	P	10.5	P	3.3	P	0.1	P
USGS	11455478	2020-07-15 05:45	PST	23.5	P	188	P	7.7	P	3.2	P	0.1	P
USGS	11455478	2020-07-15 06:00	PST	23.6	P	181	P	9.8	P	3.0	P	0.1	P
USGS	11455478	2020-07-15 06:15	PST	23.6	P	172	P	9.3	P	2.9	P	0.1	P
USGS	11455478	2020-07-15 06:30	PST	23.6	P	163	P	8.7	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 06:45	PST	23.6	P	152	P	8.3	P	2.6	P	0.1	P
USGS	11455478	2020-07-15 07:00	PST	23.6	P	145	P	7.9	P	2.5	P	0.1	P
USGS	11455478	2020-07-15 07:15	PST	23.6	P	142	P	7.4	P	2.4	P	0.1	P
USGS	11455478	2020-07-15 07:30	PST	23.6	P	140	P	6.8	P	2.3	P	0.1	P
USGS	11455478	2020-07-15 07:45	PST	23.6	P	139	P	7.0	P	2.2	P	0.1	P
USGS	11455478	2020-07-15 08:00	PST	23.6	P	138	P	5.2	P	2.1	P	0.1	P
USGS	11455478	2020-07-15 08:15	PST	23.6	P	138	P	4.7	P	2.2	P	0.1	P
USGS	11455478	2020-07-15 08:30	PST	23.6	P	137	P	4.2	P	2.1	P	0.1	P
USGS	11455478	2020-07-15 08:45	PST	23.7	P	137	P	4.1	P	2.1	P	0.1	P
USGS	11455478	2020-07-15 09:00	PST	23.7	P	137	P	3.8	P	2.2	P	0.1	P
USGS	11455478	2020-07-15 09:15	PST	23.7	P	138	P	3.7	P	2.3	P	0.1	P
USGS	11455478	2020-07-15 09:30	PST	23.7	P	139	P	3.7	P	2.4	P	0.1	P
USGS	11455478	2020-07-15 09:45	PST	23.6	P	141	P	4.0	P	2.5	P	0.1	P
USGS	11455478	2020-07-15 10:00	PST	23.6	P	144	P	4.5	P	2.6	P	0.1	P
USGS	11455478	2020-07-15 10:15	PST	23.6	P	147	P	5.1	P	2.6	P	0.1	P
USGS	11455478	2020-07-15 10:30	PST	23.6	P	158	P	5.6	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 10:45	PST	23.6	P	163	P	6.3	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 11:00	PST	23.5	P	177	P	7.1	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 11:15	PST	23.5	P	186	P	7.2	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 11:30	PST	23.5	P	198	P	7.9	P	2.9	P	0.1	P
USGS	11455478	2020-07-15 11:45	PST	23.4	P	199	P	8.9	P	2.9	P	0.1	P
USGS	11455478	2020-07-15 12:00	PST	23.4	P	219	P	8.0	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 12:15	PST	23.4	P	221	P	8.7	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 12:30	PST	23.4	P	232	P	7.1	P	2.7	P	0.1	P
USGS	11455478	2020-07-15 12:45	PST	23.3	P	235	P	7.1	P	2.6	P	0.1	P
USGS	11455478	2020-07-15 13:00	PST	23.4	P	233	P	6.3	P	2.7	P	0.1	P
USGS	11455478	2020-07-15 13:15	PST	23.4	P	235	P	6.5	P	2.5	P	0.1	P
USGS	11455478	2020-07-15 13:30	PST	23.3	P	239	P	7.0	P	2.3	P	0.1	P
USGS	11455478	2020-07-15 13:45	PST	23.5	P	235	P	6.4	P	2.4	P	0.1	P
USGS	11455478	2020-07-15 14:00	PST	23.3	P	242	P	6.1	P	2.2	P	0.1	P
USGS	11455478	2020-07-15 14:15	PST	23.3	P	242	P	5.9	P	2.3	P	0.1	P
USGS	11455478	2020-07-15 14:30	PST	23.3	P	240	P	5.9	P	2.2	P	0.1	P
USGS	11455478	2020-07-15 14:45	PST	23.5	P	234	P	6.0	P	2.4	P	0.1	P
USGS	11455478	2020-07-15 15:00	PST	23.5	P	235	P	5.5	P	2.4	P	0.1	P
USGS	11455478	2020-07-15 15:15	PST	23.6	P	229	P	5.4	P	2.5	P	0.1	P
USGS	11455478	2020-07-15 15:30	PST	23.6	P	227	P	5.2	P	2.4	P	0.1	P
USGS	11455478	2020-07-15 15:45	PST	23.7	P	220	P	4.9	P	2.5	P	0.1	P
USGS	11455478	2020-07-15 16:00	PST	23.7	P	219	P	4.6	P	2.6	P	0.1	P
USGS	11455478	2020-07-15 16:15	PST	23.6	P	216	P	5.1	P	2.7	P	0.1	P
USGS	11455478	2020-07-15 16:30	PST	23.6	P	210	P	5.1	P	2.6	P	0.1	P
USGS	11455478	2020-07-15 16:45	PST	23.6	P	204	P	5.5	P	2.6	P	0.1	P
USGS	11455478	2020-07-15 17:00	PST	23.6	P	204	P	5.7	P	2.6	P	0.1	P
USGS	11455478	2020-07-15 17:15	PST	23.7	P	201	P	5.3	P	2.6	P	0.1	P
USGS	11455478	2020-07-15 17:30	PST	23.7	P	196	P	5.2	P	2.6	P	0.1	P
USGS	11455478	2020-07-15 17:45	PST	23.7	P	196	P	5.2	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 18:00	PST	23.7	P	194	P	5.1	P	2.7	P	0.1	P
USGS	11455478	2020-07-15 18:15	PST	23.7	P	196	P	4.7	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 18:30	PST	23.7	P	194	P	5.0	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 18:45	PST	23.7	P	197	P	4.7	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 19:00	PST	23.7	P	196	P	4.6	P	2.9	P	0.1	P
USGS	11455478	2020-07-15 19:15	PST	23.6	P	200	P	4.9	P	2.7	P	0.1	P
USGS	11455478	2020-07-15 19:30	PST	23.5	P	211	P	6.0	P	2.8	P	0.1	P
USGS	11455478	2020-07-15 19:45	PST	23.5	P	221	P	7.0	P	3.0	P	0.1	P
USGS	11455478	2020-07-15 20:00	PST	23.4	P	222	P	6.5	P	2.9	P	0.1	P
USGS	11455478	2020-07-15 20:15	PST	23.4	P	234	P	8.5	P	3.0	P	0.1	P
USGS	11455478	2020-07-15 20:30	PST	23.3	P	244	P	9.6	P	3.0	P	0.1	P
USGS	11455478	2020-07-15 20:45	PST	23.2	P	262	P	10.7	P	2.7	P	0.1	P
USGS	11455478	2020-07-15 21:00	PST	23.0	P	386	P	13.7	P	2.6	P	0.2	P
USGS	11455478	2020-07-15 21:15	PST	22.9	P	521	P	14.3	P	2.6	P	0.2	P
USGS	11455478	2020-07-15 21:30	PST	22.9	P	633	P	13.8	P	2.5	P	0.3	P
USGS	11455478	2020-07-15 21:45	PST	22.8	P	776	P	13.9	P	2.3	P	0.4	P
USGS	11455478	2020-07-15 22:00	PST	22.7	P	888	P	14.2	P	2.2	P	0.4	P
USGS	11455478	2020-07-15 22:15	PST	22.7	P	995	P	15.6	P	2.2	P	0.5	P
USGS	11455478	2020-07-15 22:30	PST	22.6	P	1110	P	16.2	P	2.1	P	0.5	P
USGS	11455478	2020-07-15 22:45	PST	22.6	P	1280	P	17.6	P	2.1	P	0.6	P
USGS	11455478	2020-07-15 23:00	PST	22.5	P	1720	P	21.1	P	2.0	P	0.9	P
USGS	11455478	2020-07-15 23:15	PST	22.5	P	2200	P	16.4	P	1.8	P	1.1	P
USGS	11455478	2020-07-15 23:30	PST	22.4	P	2420	P	17.3	P	1.8	P	1.2	P
USGS	11455478	2020-07-15 23:45	PST	22.4	P	2890	P	17.5	P	1.8	P	1.5	P
USGS	11455478	2020-07-16 00:00	PST	22.4	P	3200	P	16.9	P	1.9	P	1.7	P
USGS	11455478	2020-07-16 00:15	PST	22.4	P	3220	P	14.4	P	1.8	P	1.7	P
USGS	11455478	2020-07-16 00:30	PST	22.4	P	3350	P	14.6	P	1.9	P	1.7	P
USGS	11455478	2020-07-16 00:45	PST	22.4	P	3440	P	11.7	P	1.9	P	1.8	P
USGS	11455478	2020-07-16 01:00	PST	22.4	P	3450	P	11.3	P	1.9	P	1.8	P
USGS	11455478	2020-07-16 01:15	PST	22.4	P	3530	P	11.0	P	1.9	P	1.8	P
USGS	11455478	2020-07-16 01:30	PST	22.4	P	3410	P	10.6	P	1.7	P	1.8	P
USGS	11455478	2020-07-16 01:45	PST	22.3	P	3280	P	10.5	P	1.7	P	1.7	P
USGS	11455478	2020-07-16 02:00	PST	22.3	P	3120	P	9.8	P	1.6	P	1.6	P
USGS	11455478	2020-07-16 02:15	PST	22.2	P	2910	P	9.4	P	1.6	P	1.5	P
USGS	11455478	2020-07-16 02:30	PST	22.3	P	2490	P	9.6	P	1.5	P	1.3	P
USGS	11455478	2020-07-16 02:45	PST	22.3	P	1950	P	9.7	P	1.4	P	1.0	P
USGS	11455478	2020-07-16 03:00	PST	22.4	P	1430	P	9.7	P	1.6	P	0.7	P
USGS	11455478	2020-07-16 03:15	PST	22.3	P	1230	P	13.0	P	1.8	P	0.6	P
USGS	11455478	2020-07-16 03:30	PST	22.4	P	969	P	13.6	P	1.9	P	0.5	P
USGS	11455478	2020-07-16 03:45	PST	22.5	P	778	P	19.1	P	2.2	P	0.4	P
USGS	11455478	2020-07-16 04:00	PST	22.5	P	571	P	19.6	P	2.5	P	0.3	P
USGS	11455478	2020-07-16 04:15	PST	22.6	P	446	P	18.2	P	2.6	P	0.2	P
USGS	11455478	2020-07-16 04:30	PST	22.7	P	349	P	18.0	P	2.8	P	0.2	P
USGS	11455478	2020-07-16 04:45	PST	22.8	P	264	P	17.1	P	3.2	P	0.1	P
USGS	11455478	2020-07-16 05:00	PST	22.9	P	232	P	15.2	P	3.1	P	0.1	P
USGS	11455478	2020-07-16 05:15	PST	23.0	P	218	P	14.0	P	3.2	P	0.1	P
USGS	11455478	2020-07-16 05:30	PST	23.1	P	210	P	13.7	P	3.1	P	0.1	P
USGS	11455478	2020-07-16 05:45	PST	23.2	P	205	P	12.2	P	3.0	P	0.1	P
USGS	11455478	2020-07-16 06:00	PST	23.2	P	204	P	12.6	P	3.2	P	0.1	P
USGS	11455478	2020-07-16 06:15	PST	23.2	P	202	P	10.4	P	2.9	P	0.1	P
USGS	11455478	2020-07-16 06:30	PST	23.2	P	197	P	10.1	P	2.9	P	0.1	P
USGS	11455478	2020-07-16 06:45	PST	23.2	P	189	P	9.8	P	2.8	P	0.1	P
USGS	11455478	2020-07-16 07:00	PST	23.3	P	179	P	9.2	P	2.6	P	0.1	P
USGS	11455478	2020-07-16 07:15	PST	23.3	P	163	P	9.8	P	2.6	P	0.1	P
USGS	11455478	2020-07-16 07:30	PST	23.3	P	154	P	9.6	P	2.5	P	0.1	P
USGS	11455478	2020-07-16 07:45	PST	23.3	P	147	P	8.6	P	2.4	P	0.1	P
USGS	11455478	2020-07-16 08:00	PST	23.4	P	142	P	20.4	P	2.4	P	0.1	P
USGS	11455478	2020-07-16 08:15	PST	23.4	P	139	P	11.7	P	2.4	P	0.1	P
USGS	11455478	2020-07-16 08:30	PST	23.4	P	138	P	7.8	P	2.3	P	0.1	P
USGS	11455478	2020-07-16 08:45	PST	23.4	P	136	P	7.5	P	2.2	P	0.1	P
USGS	11455478	2020-07-16 09:00	PST	23.4	P	136	P	5.7	P	2.2	P	0.1	P
USGS	11455478	2020-07-16 09:15	PST	23.4	P	135	P	5.2	P	2.2	P	0.1	P
USGS	11455478	2020-07-16 09:30	PST	23.4	P	135	P	4.3	P	2.2	P	0.1	P
USGS	11455478	2020-07-16 09:45	PST	23.4	P	135	P	4.0	P	2.1	P	0.1	P
USGS	11455478	2020-07-16 10:00	PST	23.5	P	136	P	3.8	P	2.2	P	0.1	P
USGS	11455478	2020-07-16 10:15	PST	23.4	P	139	P	4.7	P	2.3	P	0.1	P
USGS	11455478	2020-07-16 10:30	PST	23.4	P	141	P	4.1	P	2.5	P	0.1	P
USGS	11455478	2020-07-16 10:45	PST	23.4	P	153	P	5.8	P	2.5	P	0.1	P
USGS	11455478	2020-07-16 11:00	PST	23.3	P	182	P	7.3	P	2.5	P	0.1	P
USGS	11455478	2020-07-16 11:15	PST	23.1	P	259	P	5.8	P	2.3	P	0.1	P
USGS	11455478	2020-07-16 11:30	PST	23.1	P	256	P	6.3	P	2.4	P	0.1	P
USGS	11455478	2020-07-16 11:45	PST	23.0	P	251	P	6.4	P	2.7	P	0.1	P
USGS	11455478	2020-07-16 12:00	PST	23.0	P	249	P	7.1	P	2.3	P	0.1	P
USGS	11455478	2020-07-16 12:15	PST	23.0	P	244	P	8.2	P	2.3	P	0.1	P
USGS	11455478	2020-07-16 12:30	PST	23.0	P	246	P	8.2	P	2.4	P	0.1	P
USGS	11455478	2020-07-16 12:45	PST	23.0	P	256	P	8.6	P	2.4	P	0.1	P
USGS	11455478	2020-07-16 13:00	PST	23.1	P	262	P	8.3	P	2.6	P	0.1	P
USGS	11455478	2020-07-16 13:15	PST	23.1	P	263	P	8.8	P	2.7	P	0.1	P
USGS	11455478	2020-07-16 13:30	PST	23.0	P	266	P	10.0	P	2.8	P	0.1	P
USGS	11455478	2020-07-16 13:45	PST	23.0	P	270	P	9.2	P	2.7	P	0.1	P
USGS	11455478	2020-07-16 14:00	PST	23.0	P	278	P	9.2	P	2.5	P	0.1	P
USGS	11455478	2020-07-16 14:15	PST	23.0	P	278	P	9.3	P	2.5	P	0.1	P
USGS	11455478	2020-07-16 14:30	PST	23.0	P	284	P	10.3	P	2.5	P	0.1	P
USGS	11455478	2020-07-16 14:45	PST	22.9	P	312	P	9.3	P	2.6	P	0.1	P
USGS	11455478	2020-07-16 15:00	PST	22.9	P	309	P	9.3	P	2.4	P	0.1	P
USGS	11455478	2020-07-16 15:15	PST	22.9	P	314	P	8.6	P	2.3	P	0.1	P
USGS	11455478	2020-07-16 15:30	PST	22.9	P	302	P	8.8	P	2.3	P	0.1	P
USGS	11455478	2020-07-16 15:45	PST	22.9	P	302	P	9.2	P	2.4	P	0.1	P
USGS	11455478	2020-07-16 16:00	PST	23.0	P	286	P	8.0	P	2.3	P	0.1	P
USGS	11455478	2020-07-16 16:15	PST	23.0	P	277	P	7.5	P	2.3	P	0.1	P
USGS	11455478	2020-07-16 16:30	PST	23.0	P	272	P	7.2	P	2.3	P	0.1	P
USGS	11455478	2020-07-16 16:45	PST	23.0	P	268	P	6.9	P	2.4	P	0.1	P
USGS	11455478	2020-07-16 17:00	PST	23.0	P	266	P	6.9	P	2.5	P	0.1	P
USGS	11455478	2020-07-16 17:15	PST	23.0	P	264	P	7.3	P	2.5	P	0.1	P
USGS	11455478	2020-07-16 17:30	PST	23.1	P	258	P	7.0	P	2.6	P	0.1	P
USGS	11455478	2020-07-16 17:45	PST	23.1	P	251	P	7.5	P	2.7	P	0.1	P
USGS	11455478	2020-07-16 18:00	PST	23.1	P	246	P	7.5	P	2.6	P	0.1	P
USGS	11455478	2020-07-16 18:15	PST	23.2	P	244	P	7.4	P	2.7	P	0.1	P
USGS	11455478	2020-07-16 18:30	PST	23.2	P	246	P	7.1	P	2.9	P	0.1	P
USGS	11455478	2020-07-16 18:45	PST	23.2	P	249	P	6.2	P	2.7	P	0.1	P
USGS	11455478	2020-07-16 19:00	PST	23.2	P	247	P	6.2	P	2.8	P	0.1	P
USGS	11455478	2020-07-16 19:15	PST	23.2	P	246	P	5.8	P	3.2	P	0.1	P
USGS	11455478	2020-07-16 19:30	PST	23.2	P	246	P	5.6	P	2.9	P	0.1	P
USGS	11455478	2020-07-16 19:45	PST	23.1	P	246	P	5.4	P	3.0	P	0.1	P
USGS	11455478	2020-07-16 20:00	PST	23.1	P	247	P	5.7	P	3.0	P	0.1	P
USGS	11455478	2020-07-16 20:15	PST	23.1	P	250	P	5.9	P	2.8	P	0.1	P
USGS	11455478	2020-07-16 20:30	PST	23.0	P	248	P	6.0	P	2.8	P	0.1	P
USGS	11455478	2020-07-16 20:45	PST	22.9	P	262	P	7.6	P	2.8	P	0.1	P
USGS	11455478	2020-07-16 21:00	PST	22.9	P	279	P	7.7	P	2.8	P	0.1	P
USGS	11455478	2020-07-16 21:15	PST	22.8	P	318	P	10.7	P	3.0	P	0.1	P
USGS	11455478	2020-07-16 21:30	PST	22.7	P	426	P	11.1	P	2.6	P	0.2	P
USGS	11455478	2020-07-16 21:45	PST	22.6	P	505	P	11.3	P	2.7	P	0.2	P
USGS	11455478	2020-07-16 22:00	PST	22.5	P	605	P	13.7	P	2.6	P	0.3	P
USGS	11455478	2020-07-16 22:15	PST	22.2	P	905	P	17.4	P	2.6	P	0.4	P
USGS	11455478	2020-07-16 22:30	PST	22.1	P	1190	P	17.1	P	2.3	P	0.6	P
USGS	11455478	2020-07-16 22:45	PST	22.1	P	1260	P	17.7	P	2.2	P	0.6	P
USGS	11455478	2020-07-16 23:00	PST	22.1	P	1460	P	19.3	P	2.3	P	0.7	P
USGS	11455478	2020-07-16 23:15	PST	22.0	P	1680	P	17.6	P	2.1	P	0.8	P
USGS	11455478	2020-07-16 23:30	PST	22.0	P	1920	P	15.6	P	2.0	P	1.0	P
USGS	11455478	2020-07-16 23:45	PST	22.0	P	2180	P	17.5	P	2.1	P	1.1	P
USGS	11455478	2020-07-17 00:00	PST	22.0	P	2640	P	15.2	P	2.1	P	1.3	P
USGS	11455478	2020-07-17 00:15	PST	22.0	P	3150	P	15.0	P	2.0	P	1.6	P
USGS	11455478	2020-07-17 00:30	PST	22.0	P	3330	P	16.1	P	2.0	P	1.7	P
USGS	11455478	2020-07-17 00:45	PST	22.0	P	3400	P	16.3	P	2.1	P	1.8	P
USGS	11455478	2020-07-17 01:00	PST	22.0	P	3570	P	15.8	P	2.0	P	1.9	P
USGS	11455478	2020-07-17 01:15	PST	21.9	P	3680	P	13.2	P	2.0	P	1.9	P
USGS	11455478	2020-07-17 01:30	PST	21.9	P	3820	P	11.0	P	1.9	P	2.0	P
USGS	11455478	2020-07-17 01:45	PST	21.9	P	3800	P	10.6	P	1.9	P	2.0	P
USGS	11455478	2020-07-17 02:00	PST	21.9	P	3720	P	12.7	P	2.0	P	1.9	P
USGS	11455478	2020-07-17 02:15	PST	21.9	P	3580	P	11.4	P	1.8	P	1.9	P
USGS	11455478	2020-07-17 02:30	PST	21.9	P	3500	P	9.5	P	1.7	P	1.8	P
USGS	11455478	2020-07-17 02:45	PST	21.9	P	2900	P	9.6	P	1.7	P	1.5	P
USGS	11455478	2020-07-17 03:00	PST	21.8	P	2400	P	9.7	P	1.6	P	1.2	P
USGS	11455478	2020-07-17 03:15	PST	21.8	P	1820	P	9.5	P	1.6	P	0.9	P
USGS	11455478	2020-07-17 03:30	PST	21.9	P	1700	P	16.0	P	1.9	P	0.8	P
