"","water_year","month","SubRegion","month_BPUE","Season"
"886",1979,4,"Confluence",7867.93910001771,"Spring"
"887",1979,4,"Disappointment Slough",88297.7292668206,"Spring"
"888",1979,4,"Franks Tract",697.709010087249,"Spring"
"889",1979,4,"Grizzly Bay",14419.2083977992,"Spring"
"890",1979,4,"Holland Cut",908.748907621275,"Spring"
"891",1979,4,"Honker Bay",8898.54570345819,"Spring"
"892",1979,4,"Lower Mokelumne River",6165.04223165289,"Spring"
"893",1979,4,"Lower Sacramento River",3591.99403952509,"Spring"
"894",1979,4,"Lower San Joaquin River",1808.76086215488,"Spring"
"895",1979,4,"Mid Suisun Bay",14262.0870582653,"Spring"
"896",1979,4,"Middle Sacramento River",142.985,"Spring"
"897",1979,4,"Mildred Island",7089.57067809839,"Spring"
"898",1979,4,"Sacramento River near Rio Vista",5020.9566857972,"Spring"
"899",1979,4,"San Joaquin River at Prisoners Pt",7744.21228340246,"Spring"
"900",1979,4,"San Joaquin River at Twitchell Island",841.907642696001,"Spring"
"901",1979,4,"San Joaquin River near Stockton",35540.4212874627,"Spring"
"902",1979,4,"San Pablo Bay",3950.5033631932,"Spring"
"903",1979,4,"Suisun Marsh",21250.2818531612,"Spring"
"904",1979,4,"Upper Mokelumne River",2031.572,"Spring"
"905",1979,4,"Victoria Canal",3784.47911554117,"Spring"
"906",1979,4,"West Suisun Bay",13686.6787038425,"Spring"
"907",1979,5,"Carquinez Strait",2253.51734836224,"Spring"
"908",1979,5,"Confluence",15257.2055078863,"Spring"
"909",1979,5,"Disappointment Slough",56985.3864116309,"Spring"
"910",1979,5,"Franks Tract",2260.65962237655,"Spring"
"911",1979,5,"Grizzly Bay",27822.326754629,"Spring"
"912",1979,5,"Holland Cut",956.086207106896,"Spring"
"913",1979,5,"Honker Bay",32799.6859419587,"Spring"
"914",1979,5,"Lower Mokelumne River",3120.03653952296,"Spring"
"915",1979,5,"Lower Sacramento River",11086.2430726041,"Spring"
"916",1979,5,"Lower San Joaquin River",4938.16195209569,"Spring"
"917",1979,5,"Mid Suisun Bay",15554.9461207371,"Spring"
"918",1979,5,"Middle Sacramento River",792.619311143033,"Spring"
"919",1979,5,"Mildred Island",19946.8493699619,"Spring"
"920",1979,5,"Sacramento River near Rio Vista",9050.84309777725,"Spring"
"921",1979,5,"San Joaquin River at Prisoners Pt",3038.24587501579,"Spring"
"922",1979,5,"San Joaquin River at Twitchell Island",908.728625553131,"Spring"
"923",1979,5,"San Joaquin River near Stockton",54037.9473758849,"Spring"
"924",1979,5,"San Pablo Bay",1598.29248810096,"Spring"
"925",1979,5,"Suisun Marsh",42391.4644642221,"Spring"
"926",1979,5,"Upper Mokelumne River",2129.249,"Spring"
"927",1979,5,"Victoria Canal",4440.82711861272,"Spring"
"928",1979,5,"West Suisun Bay",10017.1709712379,"Spring"
"929",1979,6,"Confluence",16107.3699421937,"Summer"
"930",1979,6,"Disappointment Slough",33137.8361460586,"Summer"
"931",1979,6,"Franks Tract",2016.55014926674,"Summer"
"932",1979,6,"Grizzly Bay",35926.2031460713,"Summer"
"933",1979,6,"Holland Cut",2512.48045338233,"Summer"
"934",1979,6,"Honker Bay",49775.2390660187,"Summer"
"935",1979,6,"Lower Mokelumne River",1356.28869706315,"Summer"
"936",1979,6,"Lower Sacramento River",10348.9518225931,"Summer"
"937",1979,6,"Lower San Joaquin River",5064.76220915408,"Summer"
"938",1979,6,"Mid Suisun Bay",20301.2638652456,"Summer"
"939",1979,6,"Middle Sacramento River",121.831697088156,"Summer"
"940",1979,6,"Mildred Island",77.698868053647,"Summer"
"941",1979,6,"Sacramento River near Rio Vista",4966.08701435863,"Summer"
"942",1979,6,"San Joaquin River at Prisoners Pt",4609.18390530616,"Summer"
"943",1979,6,"San Joaquin River at Twitchell Island",1167.26678686684,"Summer"
"944",1979,6,"San Joaquin River near Stockton",20936.0367436571,"Summer"
"945",1979,6,"Suisun Marsh",60748.5130864555,"Summer"
"946",1979,6,"Upper Mokelumne River",417.615333333333,"Summer"
"947",1979,6,"Victoria Canal",4605.95,"Summer"
"948",1979,6,"West Suisun Bay",6739.90923125838,"Summer"
"949",1979,7,"Confluence",27648.6369661141,"Summer"
"950",1979,7,"Disappointment Slough",22345.3054659099,"Summer"
"951",1979,7,"Franks Tract",1224.29775518024,"Summer"
"952",1979,7,"Grizzly Bay",3577.8741888756,"Summer"
"953",1979,7,"Holland Cut",2179.31323832205,"Summer"
"954",1979,7,"Honker Bay",26877.1577389484,"Summer"
"955",1979,7,"Lower Mokelumne River",149.423412700483,"Summer"
"956",1979,7,"Lower Sacramento River",29370.126537883,"Summer"
"957",1979,7,"Lower San Joaquin River",4490.77460188727,"Summer"
"958",1979,7,"Mid Suisun Bay",9516.85279490071,"Summer"
"959",1979,7,"Middle Sacramento River",63.0289606475769,"Summer"
"960",1979,7,"Mildred Island",6532.35107900753,"Summer"
"961",1979,7,"Sacramento River near Rio Vista",8019.85367495074,"Summer"
"962",1979,7,"San Joaquin River at Prisoners Pt",2007.69631914456,"Summer"
"963",1979,7,"San Joaquin River at Twitchell Island",635.335045281339,"Summer"
"964",1979,7,"San Joaquin River near Stockton",20952.2684929799,"Summer"
"965",1979,7,"Suisun Marsh",27444.6688977429,"Summer"
"966",1979,7,"Upper Mokelumne River",24.358,"Summer"
"967",1979,7,"Victoria Canal",3201.50845964404,"Summer"
"968",1979,7,"West Suisun Bay",2032.06419901287,"Summer"
"969",1979,8,"Confluence",11296.8589166777,"Summer"
"970",1979,8,"Disappointment Slough",8485.425,"Summer"
"971",1979,8,"Franks Tract",1009.98692560061,"Summer"
"972",1979,8,"Grizzly Bay",345.713093298999,"Summer"
"973",1979,8,"Holland Cut",3340.03423495993,"Summer"
"974",1979,8,"Honker Bay",4024.52751131358,"Summer"
"975",1979,8,"Lower Mokelumne River",253.358520367788,"Summer"
"976",1979,8,"Lower Sacramento River",12167.4857653571,"Summer"
"977",1979,8,"Lower San Joaquin River",6719.38828645689,"Summer"
"978",1979,8,"Mid Suisun Bay",1224.63619589318,"Summer"
"979",1979,8,"Middle Sacramento River",48.9450031757592,"Summer"
"980",1979,8,"Mildred Island",5515.386,"Summer"
"981",1979,8,"Sacramento River near Rio Vista",6071.39797416261,"Summer"
"982",1979,8,"San Joaquin River at Prisoners Pt",2086.52088678832,"Summer"
"983",1979,8,"San Joaquin River at Twitchell Island",1307.98995672241,"Summer"
"984",1979,8,"San Joaquin River near Stockton",6448.87359533654,"Summer"
"985",1979,8,"Suisun Marsh",6701.2977639565,"Summer"
"986",1979,8,"Upper Mokelumne River",18.047,"Summer"
"987",1979,8,"Victoria Canal",4248.595,"Summer"
"988",1979,8,"West Suisun Bay",886.689753264535,"Summer"
"989",1979,9,"Confluence",5713.2774506817,"Fall"
"990",1979,9,"Disappointment Slough",23059.952,"Fall"
"991",1979,9,"Franks Tract",1720.00185160916,"Fall"
"992",1979,9,"Grizzly Bay",664.904661181076,"Fall"
"993",1979,9,"Holland Cut",4043.292,"Fall"
"994",1979,9,"Honker Bay",2660.39177313854,"Fall"
"995",1979,9,"Lower Mokelumne River",520.2975,"Fall"
"996",1979,9,"Lower Sacramento River",8132.48603174151,"Fall"
"997",1979,9,"Lower San Joaquin River",2104.77387863054,"Fall"
"998",1979,9,"Mid Suisun Bay",472.257528797719,"Fall"
"999",1979,9,"Middle Sacramento River",65.728158233503,"Fall"
"1000",1979,9,"Mildred Island",3648.68608468615,"Fall"
"1001",1979,9,"Sacramento River near Rio Vista",4016.46746499377,"Fall"
"1002",1979,9,"San Joaquin River at Prisoners Pt",1982.45319785885,"Fall"
"1003",1979,9,"San Joaquin River at Twitchell Island",1473.42343960327,"Fall"
"1004",1979,9,"San Joaquin River near Stockton",17370.2580917452,"Fall"
"1005",1979,9,"Suisun Marsh",10722.5587914192,"Fall"
"1006",1979,9,"Upper Mokelumne River",68.609,"Fall"
"1007",1979,9,"Victoria Canal",2314.85695692367,"Fall"
"1008",1979,9,"West Suisun Bay",347.876001147024,"Fall"
"1009",1979,10,"Confluence",8561.88887915154,"Fall"
"1010",1979,10,"Disappointment Slough",21761.461,"Fall"
"1011",1979,10,"Franks Tract",1338.64058669149,"Fall"
"1012",1979,10,"Grizzly Bay",3989.44890963794,"Fall"
"1013",1979,10,"Holland Cut",1040.7101,"Fall"
"1014",1979,10,"Honker Bay",3790.91919030904,"Fall"
"1015",1979,10,"Liberty Island",1210.55422045252,"Fall"
"1016",1979,10,"Lower Cache Slough",1749.43988969365,"Fall"
"1017",1979,10,"Lower Mokelumne River",449.5010875,"Fall"
"1018",1979,10,"Lower Sacramento River",11254.1096233353,"Fall"
"1019",1979,10,"Lower Sacramento River Ship Channel",935.811404152221,"Fall"
"1020",1979,10,"Lower San Joaquin River",2937.16852142202,"Fall"
"1021",1979,10,"Mid Suisun Bay",2115.82816994172,"Fall"
"1022",1979,10,"Middle Sacramento River",52.48025,"Fall"
"1023",1979,10,"Mildred Island",5243.07067,"Fall"
"1024",1979,10,"Sacramento River near Rio Vista",3501.15980599817,"Fall"
"1025",1979,10,"San Joaquin River at Prisoners Pt",2007.69615022015,"Fall"
"1026",1979,10,"San Joaquin River at Twitchell Island",1562.49138633242,"Fall"
"1027",1979,10,"San Joaquin River near Stockton",9009.24908234814,"Fall"
"1028",1979,10,"Steamboat and Miner Slough",233.279119841033,"Fall"
"1029",1979,10,"Suisun Marsh",9255.65909577093,"Fall"
"1030",1979,10,"Upper Mokelumne River",11.87275,"Fall"
"1031",1979,10,"Victoria Canal",2690.18316,"Fall"
"1032",1979,10,"West Suisun Bay",671.802410717675,"Fall"
"1033",1979,11,"Confluence",11713.5596006983,"Fall"
"1034",1979,11,"Disappointment Slough",2519.10083,"Fall"
"1035",1979,11,"Franks Tract",1172.63129301666,"Fall"
"1036",1979,11,"Grizzly Bay",6190.14299646878,"Fall"
"1037",1979,11,"Holland Cut",821.70668,"Fall"
"1038",1979,11,"Honker Bay",6342.25927719606,"Fall"
"1039",1979,11,"Liberty Island",470.803015909261,"Fall"
"1040",1979,11,"Lower Cache Slough",1321.70672474802,"Fall"
"1041",1979,11,"Lower Mokelumne River",389.700583870611,"Fall"
"1042",1979,11,"Lower Sacramento River",7052.28795067737,"Fall"
"1043",1979,11,"Lower Sacramento River Ship Channel",609.018139979255,"Fall"
"1044",1979,11,"Lower San Joaquin River",1511.80180230826,"Fall"
"1045",1979,11,"Mid Suisun Bay",5333.05178425722,"Fall"
"1046",1979,11,"Middle Sacramento River",322.506,"Fall"
"1047",1979,11,"Mildred Island",2298,"Fall"
"1048",1979,11,"Sacramento River near Rio Vista",2131.00822551625,"Fall"
"1049",1979,11,"San Joaquin River at Prisoners Pt",1223.8183916738,"Fall"
"1050",1979,11,"San Joaquin River at Twitchell Island",809.040592568658,"Fall"
"1051",1979,11,"San Joaquin River near Stockton",1850.2396200684,"Fall"
"1052",1979,11,"Steamboat and Miner Slough",107.468,"Fall"
"1053",1979,11,"Suisun Marsh",20378.2246834828,"Fall"
"1054",1979,11,"Upper Mokelumne River",51.81,"Fall"
"1055",1979,11,"Victoria Canal",1483.8759,"Fall"
"1056",1979,11,"West Suisun Bay",1044.92906232011,"Fall"
"1057",1979,12,"Confluence",8671.70618876235,"Winter"
"1058",1979,12,"Grizzly Bay",5509.65292041076,"Winter"
"1059",1979,12,"Honker Bay",3978.39472633948,"Winter"
"1060",1979,12,"Lower Sacramento River",2999.75528718869,"Winter"
"1061",1979,12,"Lower San Joaquin River",1773.79379912689,"Winter"
"1062",1979,12,"Mid Suisun Bay",1144.06337048201,"Winter"
"1063",1979,12,"Suisun Marsh",14275.2070631055,"Winter"
"1064",1979,12,"West Suisun Bay",1832.12365261912,"Winter"
"1065",1980,1,"Carquinez Strait",6034.21982068251,"Winter"
"1066",1980,1,"Confluence",135.203463060116,"Winter"
"1067",1980,1,"Grizzly Bay",1632.45390999599,"Winter"
"1068",1980,1,"Honker Bay",663.670095313645,"Winter"
"1069",1980,1,"Mid Suisun Bay",685.830293659585,"Winter"
"1070",1980,1,"San Pablo Bay",1917.26876466041,"Winter"
"1071",1980,1,"West Suisun Bay",5805.33696500254,"Winter"
"1072",1980,2,"Carquinez Strait",886.579795635213,"Winter"
"1073",1980,2,"Confluence",6176.99461849315,"Winter"
"1074",1980,2,"Grizzly Bay",4204.45824930018,"Winter"
"1075",1980,2,"Honker Bay",4881.75750348206,"Winter"
"1076",1980,2,"Mid Suisun Bay",8278.02885384375,"Winter"
"1077",1980,2,"San Pablo Bay",97.0583537409474,"Winter"
"1078",1980,2,"West Suisun Bay",4390.36977178609,"Winter"
"1079",1980,3,"Carquinez Strait",21468.6986277131,"Spring"
"1080",1980,3,"Confluence",1754.01462861093,"Spring"
"1081",1980,3,"Disappointment Slough",1398.04917350659,"Spring"
"1082",1980,3,"Franks Tract",1424.2960159001,"Spring"
"1083",1980,3,"Grizzly Bay",1417.74522750674,"Spring"
"1084",1980,3,"Holland Cut",40646.4784176961,"Spring"
"1085",1980,3,"Honker Bay",1709.92572816449,"Spring"
"1086",1980,3,"Lower Mokelumne River",2493.37506010543,"Spring"
"1087",1980,3,"Lower Sacramento River",1242.67707557046,"Spring"
"1088",1980,3,"Lower San Joaquin River",1720.08101870731,"Spring"
"1089",1980,3,"Mid Suisun Bay",2403.51248270016,"Spring"
"1090",1980,3,"Middle Sacramento River",125.622,"Spring"
"1091",1980,3,"Mildred Island",366.386,"Spring"
"1092",1980,3,"Sacramento River near Rio Vista",1029.44466844571,"Spring"
"1093",1980,3,"San Joaquin River at Prisoners Pt",1814.94244847704,"Spring"
"1094",1980,3,"San Joaquin River at Twitchell Island",2534.28036711875,"Spring"
"1095",1980,3,"San Joaquin River near Stockton",1185.00371933112,"Spring"
"1096",1980,3,"San Pablo Bay",10188.5757559587,"Spring"
"1097",1980,3,"Suisun Marsh",23849.7771922914,"Spring"
"1098",1980,3,"Victoria Canal",515.336,"Spring"
"1099",1980,3,"West Suisun Bay",33545.6539420144,"Spring"
"1100",1980,4,"Carquinez Strait",32255.2594954971,"Spring"
"1101",1980,4,"Confluence",10348.9764215517,"Spring"
"1102",1980,4,"Disappointment Slough",11325.9121118194,"Spring"
"1103",1980,4,"Franks Tract",14810.6241865514,"Spring"
"1104",1980,4,"Grizzly Bay",29366.5071674436,"Spring"
"1105",1980,4,"Holland Cut",59458.1690862359,"Spring"
"1106",1980,4,"Honker Bay",19364.7722808982,"Spring"
"1107",1980,4,"Lower Mokelumne River",6146.67689679131,"Spring"
"1108",1980,4,"Lower Sacramento River",8646.41179891119,"Spring"
"1109",1980,4,"Lower San Joaquin River",14640.0333460942,"Spring"
"1110",1980,4,"Mid Suisun Bay",36744.5884977131,"Spring"
"1111",1980,4,"Middle Sacramento River",356.248,"Spring"
"1112",1980,4,"Mildred Island",2768.9701415536,"Spring"
"1113",1980,4,"Sacramento River near Rio Vista",5125.65972414749,"Spring"
"1114",1980,4,"San Joaquin River at Prisoners Pt",11341.6238670539,"Spring"
"1115",1980,4,"San Joaquin River at Twitchell Island",16008.5495878976,"Spring"
"1116",1980,4,"San Joaquin River near Stockton",2207.71059706468,"Spring"
"1117",1980,4,"San Pablo Bay",4719.38355683496,"Spring"
"1118",1980,4,"Suisun Marsh",36878.9584942925,"Spring"
"1119",1980,4,"Upper Mokelumne River",1691.00975,"Spring"
"1120",1980,4,"Victoria Canal",1790.34064565273,"Spring"
"1121",1980,4,"West Suisun Bay",68578.5551660901,"Spring"
"1122",1980,5,"Carquinez Strait",26948.9114031744,"Spring"
"1123",1980,5,"Confluence",18480.8221628175,"Spring"
"1124",1980,5,"Disappointment Slough",8273.79863205345,"Spring"
"1125",1980,5,"Franks Tract",33708.5812540849,"Spring"
"1126",1980,5,"Grizzly Bay",38039.9005510734,"Spring"
"1127",1980,5,"Holland Cut",23487.9952763697,"Spring"
"1128",1980,5,"Honker Bay",36870.5506838376,"Spring"
"1129",1980,5,"Lower Mokelumne River",16674.0004615174,"Spring"
"1130",1980,5,"Lower Sacramento River",20997.4495479533,"Spring"
"1131",1980,5,"Lower San Joaquin River",31499.5444890807,"Spring"
"1132",1980,5,"Mid Suisun Bay",69337.3075367801,"Spring"
"1133",1980,5,"Middle Sacramento River",1042.99446886676,"Spring"
"1134",1980,5,"Mildred Island",1258.37176365519,"Spring"
"1135",1980,5,"Sacramento River near Rio Vista",17225.4063480769,"Spring"
"1136",1980,5,"San Joaquin River at Prisoners Pt",28730.6997906544,"Spring"
"1137",1980,5,"San Joaquin River at Twitchell Island",54748.7721378477,"Spring"
"1138",1980,5,"San Joaquin River near Stockton",1949.07259401088,"Spring"
"1139",1980,5,"San Pablo Bay",8550.05709549039,"Spring"
"1140",1980,5,"Suisun Marsh",25870.1670164337,"Spring"
"1141",1980,5,"Upper Mokelumne River",748.473,"Spring"
"1142",1980,5,"Victoria Canal",1059.67283685637,"Spring"
"1143",1980,5,"West Suisun Bay",77509.5660633734,"Spring"
"1144",1980,6,"Carquinez Strait",4447.37889755259,"Summer"
"1145",1980,6,"Confluence",9513.71000458657,"Summer"
"1146",1980,6,"Disappointment Slough",3001.12242710403,"Summer"
"1147",1980,6,"Franks Tract",5448.85073321548,"Summer"
"1148",1980,6,"Grizzly Bay",31827.9106311118,"Summer"
"1149",1980,6,"Holland Cut",3921.51278827664,"Summer"
"1150",1980,6,"Honker Bay",21057.2776241163,"Summer"
"1151",1980,6,"Lower Mokelumne River",1033.49137661718,"Summer"
"1152",1980,6,"Lower Sacramento River",10461.4841138248,"Summer"
"1153",1980,6,"Lower San Joaquin River",7363.97303365349,"Summer"
"1154",1980,6,"Mid Suisun Bay",26323.4441004499,"Summer"
"1155",1980,6,"Middle Sacramento River",269.721690508094,"Summer"
"1156",1980,6,"Mildred Island",6479.27042824037,"Summer"
"1157",1980,6,"Sacramento River near Rio Vista",5218.15571923749,"Summer"
"1158",1980,6,"San Joaquin River at Prisoners Pt",9766.3009035705,"Summer"
"1159",1980,6,"San Joaquin River at Twitchell Island",8647.32820078366,"Summer"
"1160",1980,6,"San Joaquin River near Stockton",15022.4262444299,"Summer"
"1161",1980,6,"San Pablo Bay",1930.7086705464,"Summer"
"1162",1980,6,"Suisun Marsh",22424.0734452708,"Summer"
"1163",1980,6,"Upper Mokelumne River",289.183,"Summer"
"1164",1980,6,"Victoria Canal",970.515374324662,"Summer"
"1165",1980,6,"West Suisun Bay",19342.8226345717,"Summer"
"1166",1980,7,"Carquinez Strait",561.095279974553,"Summer"
"1167",1980,7,"Confluence",8133.32096044117,"Summer"
"1168",1980,7,"Disappointment Slough",2589.38020277875,"Summer"
"1169",1980,7,"Franks Tract",1542.77930374628,"Summer"
"1170",1980,7,"Grizzly Bay",22650.3864850681,"Summer"
"1171",1980,7,"Holland Cut",2009.77529534524,"Summer"
"1172",1980,7,"Honker Bay",17701.0528099036,"Summer"
"1173",1980,7,"Lower Mokelumne River",393.441947270189,"Summer"
"1174",1980,7,"Lower Sacramento River",3746.56948214657,"Summer"
"1175",1980,7,"Lower San Joaquin River",2253.98205556833,"Summer"
"1176",1980,7,"Mid Suisun Bay",14983.617353066,"Summer"
"1177",1980,7,"Middle Sacramento River",94.7882776472484,"Summer"
"1178",1980,7,"Mildred Island",6537.16471564118,"Summer"
"1179",1980,7,"Sacramento River near Rio Vista",8994.09874920566,"Summer"
"1180",1980,7,"San Joaquin River at Prisoners Pt",5351.97050694729,"Summer"
"1181",1980,7,"San Joaquin River at Twitchell Island",2034.8688661324,"Summer"
"1182",1980,7,"San Joaquin River near Stockton",22039.0961844801,"Summer"
"1183",1980,7,"San Pablo Bay",1416.50063230475,"Summer"
"1184",1980,7,"Suisun Marsh",17961.7047039507,"Summer"
"1185",1980,7,"Upper Mokelumne River",149.772637246351,"Summer"
"1186",1980,7,"Victoria Canal",2883.42324747273,"Summer"
"1187",1980,7,"West Suisun Bay",7269.52189375985,"Summer"
"1188",1980,8,"Confluence",17998.089657374,"Summer"
"1189",1980,8,"Disappointment Slough",3281.86341841446,"Summer"
"1190",1980,8,"Franks Tract",1762.07553875514,"Summer"
"1191",1980,8,"Grizzly Bay",13039.9250632097,"Summer"
"1192",1980,8,"Holland Cut",2154.542,"Summer"
"1193",1980,8,"Honker Bay",25281.0212760159,"Summer"
"1194",1980,8,"Lower Mokelumne River",208.521499270905,"Summer"
"1195",1980,8,"Lower Sacramento River",9102.89545423354,"Summer"
"1196",1980,8,"Lower San Joaquin River",2122.66127311493,"Summer"
"1197",1980,8,"Mid Suisun Bay",7874.7972875129,"Summer"
"1198",1980,8,"Middle Sacramento River",42.41,"Summer"
"1199",1980,8,"Mildred Island",2883.82399001425,"Summer"
"1200",1980,8,"Sacramento River near Rio Vista",8007.53345436445,"Summer"
"1201",1980,8,"San Joaquin River at Prisoners Pt",1370.98528773723,"Summer"
"1202",1980,8,"San Joaquin River at Twitchell Island",1891.02745971676,"Summer"
"1203",1980,8,"San Joaquin River near Stockton",20644.9019351756,"Summer"
"1204",1980,8,"Suisun Marsh",62231.2734189887,"Summer"
"1205",1980,8,"Upper Mokelumne River",88.7108585974875,"Summer"
"1206",1980,8,"Victoria Canal",1288.85338544055,"Summer"
"1207",1980,8,"West Suisun Bay",2729.69976292097,"Summer"
"1208",1980,9,"Confluence",18520.7494332563,"Fall"
"1209",1980,9,"Disappointment Slough",8263.26228241868,"Fall"
"1210",1980,9,"Franks Tract",1484.46229957387,"Fall"
"1211",1980,9,"Grizzly Bay",17189.292452835,"Fall"
"1212",1980,9,"Holland Cut",1659.88619871785,"Fall"
"1213",1980,9,"Honker Bay",16107.4753071998,"Fall"
"1214",1980,9,"Liberty Island",4223.55518504685,"Fall"
"1215",1980,9,"Lower Cache Slough",9046.46885094404,"Fall"
"1216",1980,9,"Lower Mokelumne River",311.0937125,"Fall"
"1217",1980,9,"Lower Sacramento River",24510.0483888595,"Fall"
"1218",1980,9,"Lower Sacramento River Ship Channel",4457.34058252557,"Fall"
"1219",1980,9,"Lower San Joaquin River",18015.1747635529,"Fall"
"1220",1980,9,"Mid Suisun Bay",10958.0830691929,"Fall"
"1221",1980,9,"Middle Sacramento River",74.5065,"Fall"
"1222",1980,9,"Mildred Island",2707.029,"Fall"
"1223",1980,9,"Sacramento River near Rio Vista",24133.9167755822,"Fall"
"1224",1980,9,"San Joaquin River at Prisoners Pt",1376.4178103095,"Fall"
"1225",1980,9,"San Joaquin River at Twitchell Island",1805.71829428637,"Fall"
"1226",1980,9,"San Joaquin River near Stockton",19977.6264459871,"Fall"
"1227",1980,9,"Suisun Marsh",20561.3942072858,"Fall"
"1228",1980,9,"Upper Mokelumne River",486.387,"Fall"
"1229",1980,9,"Victoria Canal",907.824410022565,"Fall"
"1230",1980,9,"West Suisun Bay",4905.46494526509,"Fall"
"1231",1980,10,"Confluence",27281.7897466289,"Fall"
"1232",1980,10,"Disappointment Slough",9612.13893727922,"Fall"
"1233",1980,10,"Franks Tract",2562.22926061711,"Fall"
"1234",1980,10,"Grizzly Bay",11300.6439560151,"Fall"
"1235",1980,10,"Holland Cut",1304.86139781963,"Fall"
"1236",1980,10,"Honker Bay",29287.8790196752,"Fall"
"1237",1980,10,"Liberty Island",555.766232764695,"Fall"
"1238",1980,10,"Lower Cache Slough",199.406269773225,"Fall"
"1239",1980,10,"Lower Mokelumne River",2297.6860225,"Fall"
"1240",1980,10,"Lower Sacramento River",30746.4359929506,"Fall"
"1241",1980,10,"Lower Sacramento River Ship Channel",3071.41257912657,"Fall"
"1242",1980,10,"Lower San Joaquin River",26867.541372272,"Fall"
"1243",1980,10,"Mid Suisun Bay",6845.91801338352,"Fall"
"1244",1980,10,"Middle Sacramento River",1146.47897343001,"Fall"
"1245",1980,10,"Mildred Island",2158.0656750824,"Fall"
"1246",1980,10,"Sacramento River near Rio Vista",17353.0529900048,"Fall"
"1247",1980,10,"San Joaquin River at Prisoners Pt",1700.74310168892,"Fall"
"1248",1980,10,"San Joaquin River at Twitchell Island",1927.35384968651,"Fall"
"1249",1980,10,"San Joaquin River near Stockton",7327.11826608381,"Fall"
"1250",1980,10,"Suisun Marsh",27105.4470382249,"Fall"
"1251",1980,10,"Upper Mokelumne River",443.212,"Fall"
"1252",1980,10,"Victoria Canal",2054.15697031277,"Fall"
"1253",1980,10,"West Suisun Bay",2412.99586837027,"Fall"
"1254",1980,11,"Confluence",12927.5509329502,"Fall"
"1255",1980,11,"Disappointment Slough",3002.991,"Fall"
"1256",1980,11,"Franks Tract",1389.57798261648,"Fall"
"1257",1980,11,"Grizzly Bay",12428.5420994098,"Fall"
"1258",1980,11,"Holland Cut",1032.21859028662,"Fall"
"1259",1980,11,"Honker Bay",7664.09412195326,"Fall"
"1260",1980,11,"Lower Mokelumne River",1435.06537263651,"Fall"
"1261",1980,11,"Lower Sacramento River",13440.2995008377,"Fall"
"1262",1980,11,"Lower San Joaquin River",11210.4985130345,"Fall"
"1263",1980,11,"Mid Suisun Bay",5900.77344506311,"Fall"
"1264",1980,11,"Middle Sacramento River",51.934,"Fall"
"1265",1980,11,"Mildred Island",1409.72704,"Fall"
"1266",1980,11,"Sacramento River near Rio Vista",2438.22077003399,"Fall"
"1267",1980,11,"San Joaquin River at Prisoners Pt",1373.53187962768,"Fall"
"1268",1980,11,"San Joaquin River at Twitchell Island",2505.80118064326,"Fall"
"1269",1980,11,"San Joaquin River near Stockton",3452.79604516821,"Fall"
"1270",1980,11,"Suisun Marsh",14679.0766845135,"Fall"
"1271",1980,11,"Upper Mokelumne River",3.132,"Fall"
"1272",1980,11,"Victoria Canal",320.415442432881,"Fall"
"1273",1980,11,"West Suisun Bay",2202.04824252934,"Fall"
"1274",1980,12,"Confluence",7550.67081313237,"Winter"
"1275",1980,12,"Grizzly Bay",3775.38675600794,"Winter"
"1276",1980,12,"Honker Bay",8190.74954622526,"Winter"
"1277",1980,12,"Lower Sacramento River",2645.15358648809,"Winter"
"1278",1980,12,"Mid Suisun Bay",6731.00520621877,"Winter"
"1279",1980,12,"Sacramento River near Rio Vista",1250.17105830543,"Winter"
"1280",1980,12,"West Suisun Bay",2663.14517278534,"Winter"
"1281",1981,1,"Carquinez Strait",30.1275287633748,"Winter"
"1282",1981,1,"Confluence",5556.89625320468,"Winter"
"1283",1981,1,"Grizzly Bay",2321.50179457364,"Winter"
"1284",1981,1,"Honker Bay",668.118653405483,"Winter"
"1285",1981,1,"Lower Sacramento River",5706.29703434037,"Winter"
"1286",1981,1,"Lower San Joaquin River",3314.7666531833,"Winter"
"1287",1981,1,"Mid Suisun Bay",662.980468725873,"Winter"
"1288",1981,1,"Sacramento River near Rio Vista",1889.24716780308,"Winter"
"1289",1981,1,"San Joaquin River at Twitchell Island",790.661855579427,"Winter"
"1290",1981,1,"Suisun Marsh",4702.75205586822,"Winter"
"1291",1981,1,"West Suisun Bay",323.210978384406,"Winter"
"1292",1981,2,"Carquinez Strait",809.593811812263,"Winter"
"1293",1981,2,"Confluence",3190.94883437315,"Winter"
"1294",1981,2,"Grizzly Bay",9306.55698319678,"Winter"
"1295",1981,2,"Honker Bay",7954.15433556299,"Winter"
"1296",1981,2,"Lower Sacramento River",1612.76605435554,"Winter"
"1297",1981,2,"Lower San Joaquin River",2365.08450014622,"Winter"
"1298",1981,2,"Mid Suisun Bay",5479.7420241674,"Winter"
"1299",1981,2,"Sacramento River near Rio Vista",2962.83155669372,"Winter"
"1300",1981,2,"San Joaquin River at Twitchell Island",440.153125914102,"Winter"
"1301",1981,2,"Suisun Marsh",7927.3267157413,"Winter"
"1302",1981,2,"West Suisun Bay",4724.26103469632,"Winter"
"1303",1981,3,"Carquinez Strait",174.354375860994,"Spring"
"1304",1981,3,"Confluence",1741.73634374513,"Spring"
"1305",1981,3,"Disappointment Slough",657.179086628121,"Spring"
"1306",1981,3,"Franks Tract",370.788649367999,"Spring"
