station,collected_by,date,time_pst,kingdom,phylum,class,genus,taxon,phyto_form,organisms_per_ml,cells_per_ml,biovolume_per_ml
EMP_NZEZ6,EMP,2020-10-09,11:20:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira sp.,i,209.1,209.1,11264.7
EMP_NZEZ6,EMP,2020-10-09,11:20:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,1463.5,2090.8,172379.5
EMP_NZEZ6,EMP,2020-10-09,11:20:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,81330.9,162661.9,29279.1
EMP_NZ064,EMP,2020-10-09,11:55:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,167589.7,341735.5,61512.4
EMP_NZEZ2,EMP,2020-10-09,13:05:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,340.7,340.7,142480.4
EMP_NZEZ2,EMP,2020-10-09,13:05:00,Chromista,Bacillariophyta,Bacillariophyceae,Fallacia,Fallacia hodgeana,i,170.4,170.4,46575.1
EMP_NZEZ2,EMP,2020-10-09,13:05:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula antonii,i,170.4,170.4,69862.6
EMP_NZEZ2,EMP,2020-10-09,13:05:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,170.4,170.4,12354.4
EMP_NZEZ2,EMP,2020-10-09,13:05:00,Chromista,Bacillariophyta,Bacillariophyceae,Stauroforma,Stauroforma exiguiformis,i,170.4,170.4,47525.6
EMP_NZEZ2,EMP,2020-10-09,13:05:00,Chromista,Bacillariophyta,Bacillariophyceae,Tryblionella,Tryblionella acuminata,i,170.4,170.4,278420.7
EMP_NZEZ2,EMP,2020-10-09,13:05:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,cf. Cryptomonas sp.,i,340.7,340.7,159845.8
EMP_NZEZ2,EMP,2020-10-09,13:05:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,511.1,511.1,325873.5
EMP_NZEZ2,EMP,2020-10-09,13:05:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,67802.9,135605.8,24409
FMWT_704,FMWT,2020-10-12,07:00:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,76.7,76.7,2198662
FMWT_704,FMWT,2020-10-12,07:00:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,76.7,76.7,227231.7
FMWT_704,FMWT,2020-10-12,07:00:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,230,230,26884.9
FMWT_704,FMWT,2020-10-12,07:00:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,76.7,76.7,682435.1
FMWT_704,FMWT,2020-10-12,07:00:00,Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira sp.,i,76.7,76.7,1293604.3
FMWT_704,FMWT,2020-10-12,07:00:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia alpina,i,153.3,153.3,12764.1
FMWT_704,FMWT,2020-10-12,07:00:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia palea,i,76.7,76.7,14588
FMWT_704,FMWT,2020-10-12,07:00:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sociabilis,i,76.7,76.7,7658.5
FMWT_704,FMWT,2020-10-12,07:00:00,Chromista,Bacillariophyta,Bacillariophyceae,Stauroneis,cf. Stauroneis sp.,i,76.7,76.7,329096.1
FMWT_704,FMWT,2020-10-12,07:00:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,383.3,383.3,55701.3
FMWT_704,FMWT,2020-10-12,07:00:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,230,230,5618.3
FMWT_704,FMWT,2020-10-12,07:00:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,29744.7,59489.4,10708.1
EMP_NZ028,EMP,2020-10-13,12:15:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella meneghiniana,i,74.2,74.2,15634.6
EMP_NZ028,EMP,2020-10-13,12:15:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,74.2,74.2,6760.9
EMP_NZ028,EMP,2020-10-13,12:15:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira sp.,i,148.4,148.4,3880.6
EMP_NZ028,EMP,2020-10-13,12:15:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,29527.1,59054.1,10629.7
EMP_NZ028,EMP,2020-10-13,12:15:00,Protozoa,Euglenozoa,Euglenophyceae,Eutreptiella,Eutreptiella sp.,i,74.2,74.2,163533.7
EMP_NZS42,EMP,2020-10-13,13:10:00,Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma moniliformis,i,164.3,164.3,86181.9
EMP_NZS42,EMP,2020-10-13,13:10:00,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariforma,Fragilariforma sp.,i,164.3,164.3,546792.1
EMP_NZS42,EMP,2020-10-13,13:10:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia incognita,i,164.3,164.3,17815.6
EMP_NZS42,EMP,2020-10-13,13:10:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia liebetruthii,i,164.3,164.3,12481.5
EMP_NZS42,EMP,2020-10-13,13:10:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,67681.2,135362.4,24365.2
EMP_NZ032,EMP,2020-10-13,14:05:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,85433.9,172506.8,31051.2
FMWT_706,FMWT,2020-10-21,07:54:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,143.7,143.7,130324.1
FMWT_706,FMWT,2020-10-21,07:54:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella gamma,i,143.7,143.7,2363588.7
FMWT_706,FMWT,2020-10-21,07:54:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,143.7,143.7,248169.9
FMWT_706,FMWT,2020-10-21,07:54:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,143.7,143.7,6254.4
FMWT_706,FMWT,2020-10-21,07:54:00,Chromista,Bacillariophyta,Bacillariophyceae,Tryblionella,Tryblionella cf. compressa,i,143.7,143.7,176480.5
FMWT_706,FMWT,2020-10-21,07:54:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,c,1724.9,2156.1,124851
FMWT_706,FMWT,2020-10-21,07:54:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,55340.1,110680.1,19922.4
FMWT_704,FMWT,2020-10-21,08:12:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,54.8,54.8,235270.8
FMWT_704,FMWT,2020-10-21,08:12:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis placentula,i,54.8,54.8,27926.6
FMWT_704,FMWT,2020-10-21,08:12:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,54.8,54.8,63233.2
FMWT_704,FMWT,2020-10-21,08:12:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,109.5,109.5,422197.5
FMWT_704,FMWT,2020-10-21,08:12:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. soratensis,i,54.8,54.8,810.4
FMWT_704,FMWT,2020-10-21,08:12:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,54.8,54.8,4990.2
FMWT_704,FMWT,2020-10-21,08:12:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,54.8,54.8,24162
FMWT_704,FMWT,2020-10-21,08:12:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,273.8,273.8,8503.8
FMWT_704,FMWT,2020-10-21,08:12:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,21355.7,42711.4,7688.1
FMWT_802,FMWT,2020-10-21,08:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,71.9,71.9,273328.2
FMWT_802,FMWT,2020-10-21,08:37:00,Chromista,Bacillariophyta,Mediophyceae,Lindavia,Lindavia sp.,i,71.9,71.9,51465.5
FMWT_802,FMWT,2020-10-21,08:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. soratensis,i,71.9,71.9,1437.4
FMWT_802,FMWT,2020-10-21,08:37:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,71.9,71.9,6608.6
FMWT_802,FMWT,2020-10-21,08:37:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas marssonii,i,71.9,71.9,16256.6
FMWT_802,FMWT,2020-10-21,08:37:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,143.7,143.7,49146.2
FMWT_802,FMWT,2020-10-21,08:37:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,c,575,934.3,44578.8
FMWT_802,FMWT,2020-10-21,08:37:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,27741.9,55483.8,9987.1
FMWT_802,FMWT,2020-10-21,08:37:00,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena viridis,i,71.9,71.9,237143.8
STN_610,FMWT,2020-10-21,09:43:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,164.3,164.3,406416
STN_610,FMWT,2020-10-21,09:43:00,Chromista,Bacillariophyta,Mediophyceae,Lindavia,Lindavia sp.,i,164.3,164.3,91278.7
STN_610,FMWT,2020-10-21,09:43:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,164.3,164.3,56911
STN_610,FMWT,2020-10-21,09:43:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,i,164.3,164.3,4356.9
STN_610,FMWT,2020-10-21,09:43:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,65052.8,130105.6,23419
MONT,FMWT,2020-10-21,10:02:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,cf. Cyclotella sp.,i,124.3,124.3,32295.8
MONT,FMWT,2020-10-21,10:02:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia reversa,i,62.2,62.2,53620.6
MONT,FMWT,2020-10-21,10:02:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,248.6,248.6,102193.9
MONT,FMWT,2020-10-21,10:02:00,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcus,Chroococcus sp.,c,435.1,683.7,24674
MONT,FMWT,2020-10-21,10:02:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,24117.3,48234.6,8682.2
MONT,FMWT,2020-10-21,10:02:00,Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas volvocina,i,62.2,62.2,34537.9
STN_609,FMWT,2020-10-21,10:20:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,131.4,131.4,6775797.9
STN_609,FMWT,2020-10-21,10:20:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,262.8,262.8,110697.5
STN_609,FMWT,2020-10-21,10:20:00,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis paludosa,i,131.4,131.4,835468.8
STN_609,FMWT,2020-10-21,10:20:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,131.4,131.4,486486.6
STN_609,FMWT,2020-10-21,10:20:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia acicularis,i,131.4,131.4,60262.5
STN_609,FMWT,2020-10-21,10:20:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. sigma,i,131.4,131.4,127761.1
STN_609,FMWT,2020-10-21,10:20:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,262.8,262.8,8305.7
STN_609,FMWT,2020-10-21,10:20:00,Chromista,Cryptophyta,Cryptophyceae,Chroomonas,Chroomonas sp.,i,131.4,131.4,57988.8
STN_609,FMWT,2020-10-21,10:20:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas marssonii,i,394.3,394.3,175215.8
STN_609,FMWT,2020-10-21,10:20:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,262.8,262.8,158796.4
STN_609,FMWT,2020-10-21,10:20:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,394.3,394.3,101531
STN_609,FMWT,2020-10-21,10:20:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,50465.2,100930.4,18167.5
STN_609,FMWT,2020-10-21,10:20:00,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena viridis,i,131.4,131.4,423911.3
FMWT_606,FMWT,2020-10-22,08:37:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,115,115,1433835.8
FMWT_606,FMWT,2020-10-22,08:37:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella cf. bodanica,i,115,115,10620655
FMWT_606,FMWT,2020-10-22,08:37:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,115,115,15055.3
FMWT_606,FMWT,2020-10-22,08:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Cymbella,Cymbella sp.,i,115,115,134936.6
FMWT_606,FMWT,2020-10-22,08:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Diploneis,Diploneis sp.,i,115,115,212158.2
FMWT_606,FMWT,2020-10-22,08:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis paludosa,i,115,115,1887580.3
FMWT_606,FMWT,2020-10-22,08:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,115,115,319988.7
FMWT_606,FMWT,2020-10-22,08:37:00,Chromista,Bacillariophyta,Mediophyceae,Lindavia,cf. Lindavia sp.,i,115,115,82344.8
FMWT_606,FMWT,2020-10-22,08:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,115,115,123787.8
FMWT_606,FMWT,2020-10-22,08:37:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,46686.9,93373.8,16807.3
EMP_NZS42,FMWT,2020-10-22,09:09:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,95.8,95.8,2568332.6
EMP_NZS42,FMWT,2020-10-22,09:09:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,143.7,143.7,79868.9
EMP_NZS42,FMWT,2020-10-22,09:09:00,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis paludosa,i,287.5,287.5,3292367.3
EMP_NZS42,FMWT,2020-10-22,09:09:00,Chromista,Bacillariophyta,Mediophyceae,Lindavia,Lindavia sp.,i,47.9,47.9,34310.3
EMP_NZS42,FMWT,2020-10-22,09:09:00,Chromista,Bacillariophyta,Bacillariophyceae,Stauroforma,cf. Stauroforma sp.,i,47.9,47.9,19061.3
EMP_NZS42,FMWT,2020-10-22,09:09:00,Chromista,Bacillariophyta,Bacillariophyceae,Tryblionella,Tryblionella cf. victoriae,i,47.9,47.9,65496.2
EMP_NZS42,FMWT,2020-10-22,09:09:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,18638.3,37276.7,6709.8
FMWT_605,FMWT,2020-10-22,09:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Tryblionella,cf. Tryblionella sp.,i,1149.9,1149.9,4243164.1
FMWT_605,FMWT,2020-10-22,09:37:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,247808.4,495616.9,89211
STN_610,STN,2021-07-06,06:16:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,67.6,67.6,4664.9
STN_610,STN,2021-07-06,06:16:00,Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema sp.,i,67.6,67.6,7992.7
STN_610,STN,2021-07-06,06:16:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,1488.1,1488.1,299932.3
STN_610,STN,2021-07-06,06:16:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,26042.4,52084.8,9375.3
MONT,STN,2021-07-06,07:15:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis sp.,i,63.9,63.9,56668.7
MONT,STN,2021-07-06,07:15:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,191.7,191.7,189318.8
MONT,STN,2021-07-06,07:15:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,i,63.9,63.9,58523.3
MONT,STN,2021-07-06,07:15:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,319.4,319.4,57479.9
MONT,STN,2021-07-06,07:15:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,cf. Thalassiosira sp.,i,191.7,191.7,2940731.6
MONT,STN,2021-07-06,07:15:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,255.5,255.5,149166.1
MONT,STN,2021-07-06,07:15:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,127.8,127.8,21073.4
MONT,STN,2021-07-06,07:15:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,24595.6,49191.2,8854.4
STN_609,STN,2021-07-06,08:02:00,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,cf. Navicula sp.,i,92,92,17687.2
STN_609,STN,2021-07-06,08:02:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,92,92,6986.9
STN_609,STN,2021-07-06,08:02:00,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,Chlamydomonas sp.,i,92,92,17465.7
STN_609,STN,2021-07-06,08:02:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,92,92,2439.8
STN_609,STN,2021-07-06,08:02:00,Chromista,Haptophyta,Prymnesiophyceae,Chrysochromulina,Chrysochromulina sp.,i,92,92,4315.8
STN_609,STN,2021-07-06,08:02:00,Chromista,Cryptophyta,Cryptophyceae,Cryptomonas,Cryptomonas sp.,i,92,92,84987.1
STN_609,STN,2021-07-06,08:02:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,36797.5,73595.1,13247.1
STN_606,STN,2021-07-06,08:37:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,255.5,255.5,85845.9
STN_606,STN,2021-07-06,08:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis sp.,i,42.6,42.6,5619.6
STN_606,STN,2021-07-06,08:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,85.2,85.2,19101.5
STN_606,STN,2021-07-06,08:37:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,42.6,42.6,14369
STN_606,STN,2021-07-06,08:37:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,16652.6,33305.2,5994.9
FMWT_605,STN,2021-07-06,10:12:00,Chromista,Bacillariophyta,Bacillariophyceae,Achnanthidium,Achnanthidium sp.,i,92,92,2406
FMWT_605,STN,2021-07-06,10:12:00,Chromista,Ochrophyta,Coscinodiscophyceae,Actinocyclus,Actinocyclus sp.,i,92,92,3251328.3
FMWT_605,STN,2021-07-06,10:12:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,184,184,2601.1
FMWT_605,STN,2021-07-06,10:12:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,37717.5,75435,13578.3
FMWT_605,STN,2021-07-06,10:12:00,Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,cf. Lepocinclis sp.,i,92,92,144760
STN_602,STN,2021-07-06,10:37:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,67.6,67.6,39274.1
STN_602,STN,2021-07-06,10:37:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,cf. Chlorella sp.,i,67.6,67.6,1794
STN_602,STN,2021-07-06,10:37:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,67.6,67.6,13600.3
STN_602,STN,2021-07-06,10:37:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,27665.8,55331.6,9959.7
STN_704,STN,2021-07-07,13:13:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis sp.,i,47.9,47.9,34771.2
STN_704,STN,2021-07-07,13:13:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,47.9,47.9,1270.8
STN_704,STN,2021-07-07,13:13:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,143.7,143.7,43287.7
STN_704,STN,2021-07-07,13:13:00,Bacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,Aphanizomenon sp.,f,143.7,7905.7,476017
STN_704,STN,2021-07-07,13:13:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,19117.5,38234.9,6882.3
STN_801,STN,2021-07-08,05:29:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,31.9,31.9,4917.1
STN_801,STN,2021-07-08,05:29:00,Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema sp.,i,31.9,31.9,1670.8
STN_801,STN,2021-07-08,05:29:00,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonas,Chlamydomonas sp.,i,31.9,31.9,3913.6
STN_801,STN,2021-07-08,05:29:00,Chromista,Haptophyta,Prymnesiophyceae,Chrysochromulina,Chrysochromulina sp.,i,31.9,31.9,915.9
STN_801,STN,2021-07-08,05:29:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,i,95.8,95.8,8760.5
STN_801,STN,2021-07-08,05:29:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,12649.2,25298.3,4553.7
STN_801,STN,2021-07-08,05:29:00,Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,Lepocinclis sp.,i,31.9,31.9,31683.7
STN_801,STN,2021-07-08,05:29:00,Protozoa,Dinozoa,Dinophyceae,Gymnodinium,cf. Gymnodinium sp.,i,31.9,31.9,17358.5
STN_706,STN,2021-07-09,09:03:00,Chromista,Bacillariophyta,Bacillariophyceae,Achnanthidium,Achnanthidium sp.,i,115,115,8253.9
STN_706,STN,2021-07-09,09:03:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis sp.,i,115,115,102003.7
STN_706,STN,2021-07-09,09:03:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,460,460,87930
STN_706,STN,2021-07-09,09:03:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,230,230,24251.9
STN_706,STN,2021-07-09,09:03:00,Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira sp.,i,115,115,1406951.4
STN_706,STN,2021-07-09,09:03:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,46456.9,92913.8,16724.5
STN_610,STN,2021-07-19,06:12:00,Chromista,Ochrophyta,Coscinodiscophyceae,Cyclotella,Cyclotella sp.,i,67.6,67.6,21136.5
STN_610,STN,2021-07-19,06:12:00,Chromista,Bacillariophyta,Bacillariophyceae,Encyonema,Encyonema sp.,i,135.3,135.3,19661.1
STN_610,STN,2021-07-19,06:12:00,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,i,67.6,67.6,123439.3
STN_610,STN,2021-07-19,06:12:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,202.9,202.9,32538.8
STN_610,STN,2021-07-19,06:12:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,27327.6,54655.2,9837.9
MONT,STN,2021-07-19,07:13:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia reversa,i,79.3,79.3,31151
MONT,STN,2021-07-19,07:13:00,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,i,237.9,237.9,22007.1
MONT,STN,2021-07-19,07:13:00,Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,cf. Ulnaria sp.,i,79.3,79.3,227443.5
MONT,STN,2021-07-19,07:13:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,79.3,79.3,2657.5
MONT,STN,2021-07-19,07:13:00,Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,Lagerheimia cf. genevensis,i,79.3,79.3,2092.8
MONT,STN,2021-07-19,07:13:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,31008.3,62016.5,11163
MONT,STN,2021-07-19,07:13:00,Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,cf. Microcystis sp.,i,237.9,237.9,21876.8
STN_609,STN,2021-07-19,07:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeis,Cocconeis sp.,i,31.3,31.3,11450.4
STN_609,STN,2021-07-19,07:37:00,Chromista,Bacillariophyta,Bacillariophyceae,Cylindrotheca,Cylindrotheca closterium,i,31.3,31.3,1703.3
STN_609,STN,2021-07-19,07:37:00,Plantae,Chlorophyta,Chlorophyceae,Chlorella,Chlorella sp.,i,93.9,93.9,768
STN_609,STN,2021-07-19,07:37:00,Plantae,Chlorophyta,Ulvophyceae,Ulothrix,cf. Ulothrix sp.,f,62.6,250.3,94697.3
STN_609,STN,2021-07-19,07:37:00,Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,i,93.9,93.9,8847.2
STN_609,STN,2021-07-19,07:37:00,Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,c,12516.2,25032.3,4505.8
