station,collected_by,latitude,longitude,date,time_pst,taxon_original,taxon,units_per_ml,cells_per_ml,biovolume_per_ml,gald_um,phyto_form,quality_check,debris
FMWT_706,FMWT,38.0903,-121.74,2020-09-23,06:40:00,NA,Nitzschia sociabilis,71.9,71.9,10187.6,31.5,i,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-09-23,06:40:00,NA,Nitzschia sp.,143.7,143.7,6540.8,16.7,i,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-09-23,06:40:00,NA,cf. Stauroforma sp.,71.9,71.9,17611.4,19.5,i,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-09-23,06:40:00,NA,cf. Thalassiosira sp.,718.7,718.7,66408.9,5.6,i,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-09-23,06:40:00,NA,Chlorella sp.,71.9,71.9,30268.9,9.3,i,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-09-23,06:40:00,NA,Chroococcus sp.,71.9,71.9,6608.6,5.6,i,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-09-23,06:40:00,NA,Eucapsis microscopica,26735.7,53471.4,9624.9,0.8,c,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-09-23,06:40:00,Euglena acus,Lepocinclis acus,71.9,71.9,2350764.6,122.2,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-09-23,07:01:00,NA,Cocconeis placentula,170.4,170.4,86882.7,19.5,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-09-23,07:01:00,NA,cf. Cyclotella sp.,170.4,170.4,982532.1,22.2,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-09-23,07:01:00,NA,Cyclotella sp.,170.4,170.4,246512.2,14,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-09-23,07:01:00,NA,Navicula goersii,170.4,170.4,18020.1,13,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-09-23,07:01:00,NA,Nitzschia fonticola,170.4,170.4,32417.8,27.8,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-09-23,07:01:00,NA,Chroococcus sp.,3747.9,4429.3,256484,5.6,c,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-09-23,07:01:00,NA,Eucapsis microscopica,64395.7,128791.4,23182.5,0.8,c,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-09-23,07:01:00,NA,Pseudanabaena sp.,170.4,511.1,5940.7,3.7,f,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-09-23,07:37:00,NA,Cyclotella sp.,127.8,127.8,38713.3,8.3,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-09-23,07:37:00,NA,cf. Cymbella sp.,127.8,127.8,233000.1,44.4,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-09-23,07:37:00,NA,Gyrosigma sp.,127.8,127.8,460029.3,131.5,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-09-23,07:37:00,NA,cf. Thalassiosira sp.,127.8,127.8,17623,5.6,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-09-23,07:37:00,NA,Plagioselmis nannoplanctica,127.8,127.8,39924.5,9.3,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-09-23,07:37:00,NA,Chroococcus sp.,766.6,766.6,34192.7,5.6,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-09-23,07:37:00,NA,Eucapsis microscopica,50341.1,100682.2,18122.8,0.8,c,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-09-23,08:48:00,NA,cf. Cyclotella sp.,66.7,66.7,99539.9,14,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-09-23,08:48:00,NA,Gyrosigma sp.,133.3,133.3,375554.6,138.9,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-09-23,08:48:00,NA,Nitzschia palea,66.7,66.7,7499.5,25,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-09-23,08:48:00,NA,cf. Thalassiosira sp.,133.3,133.3,8977.1,5.6,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-09-23,08:48:00,NA,Chroococcus sp.,200,200,4489.6,3.7,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-09-23,08:48:00,NA,Eucapsis microscopica,26064.9,52129.8,9383.4,0.8,c,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-09-23,11:08:00,NA,Entomoneis paludosa,143.7,143.7,1029309.6,37,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-09-23,11:08:00,NA,cf. Thalassiosira sp.,143.7,143.7,10287.4,4.5,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-09-23,11:08:00,NA,cf. Tryblionella sp.,143.7,143.7,791833.9,50,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-09-23,11:08:00,NA,Eucapsis microscopica,60227.2,120454.4,21681.8,0.8,c,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-09-23,11:26:00,NA,Actinocyclus sp.,139.4,139.4,4231586.1,42.6,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-09-23,11:26:00,NA,Cyclotella sp.,278.8,278.8,82957,10.2,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-09-23,11:26:00,NA,Navicula rostellata,139.4,139.4,323957.1,37,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-09-23,11:26:00,NA,Plagioselmis nannoplanctica,139.4,139.4,61503.3,10.2,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-09-23,11:26:00,NA,Eucapsis microscopica,56172,112344,20221.9,0.8,c,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2020-09-23,12:00:00,NA,cf. Cyclotella sp.,105.7,105.7,122105.4,13,i,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2020-09-23,12:00:00,NA,Eucapsis microscopica,42190.3,84380.6,15188.5,0.8,c,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2020-09-23,12:00:00,NA,Peridinium sp.,105.7,105.7,138479.7,14.8,i,Good,NA
EMP_D7,EMP,38.11714,-122.0397,2020-09-24,08:50:00,NA,cf. Cyclotella sp.,122.66,122.66,545244.55,24.1,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2020-09-24,08:50:00,NA,Chroococcus sp.,122.66,183.99,7659.5,4.5,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2020-09-24,08:50:00,NA,Eucapsis microscopica,24286.68,48573.36,8743.2,0.8,c,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-09-24,09:55:00,NA,Cyclotella sp.,229.98,229.98,262522.17,13,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-09-24,09:55:00,NA,Nitzschia acicularis,229.98,229.98,72857.66,70.4,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-09-24,09:55:00,NA,Skeletonema sp.,919.92,919.92,107511.05,9.3,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-09-24,09:55:00,NA,Eucapsis microscopica,91532.04,183064.08,32951.53,0.8,c,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2020-09-24,10:45:00,NA,Cocconeis placentula,133.32,133.32,143089.69,15.8,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2020-09-24,10:45:00,NA,Cyclotella sp.,133.32,133.32,153953.94,13,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2020-09-24,10:45:00,NA,cf. Tryblionella sp.,133.32,133.32,1549695.68,37,i,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2020-09-24,10:45:00,NA,Eucapsis microscopica,53594.64,107189.28,19294.07,0.8,c,Good,Unknown
STN_610,FMWT,38.11880556,-121.8891944,2020-10-07,10:30:00,NA,Nitzschia cf. acicularis,245.3,245.3,69526.7,74.1,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-10-07,10:30:00,NA,Thalassiosira sp.,122.7,122.7,7803.2,4.5,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-10-07,10:30:00,NA,Chroococcus sp.,2821.1,3066.5,127656,4.5,c,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-10-07,10:30:00,NA,Eucapsis microscopica,47223.5,94447,17000.5,0.8,c,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-07,10:57:00,NA,Chaetoceros muelleri,958.3,958.3,538907.7,14,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-07,10:57:00,NA,Cocconeis placentula,63.9,63.9,26100.9,17,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-07,10:57:00,NA,Navicula subrostellata,63.9,63.9,41301.8,27.8,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-07,10:57:00,NA,cf. Thalassiosira sp.,63.9,63.9,4572.2,4.5,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-07,10:57:00,NA,Schroederia sp.,63.9,63.9,12389.8,92.6,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-07,10:57:00,NA,Plagioselmis nannoplanctica,63.9,63.9,16015.3,8.3,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-07,10:57:00,NA,Eucapsis microscopica,24340,48680.1,8762.4,0.8,c,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-10-07,11:18:00,NA,Actinocyclus sp.,184,184,284983.4,16.7,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-10-07,11:18:00,NA,Nitzschia cf. acicularis,184,184,28628.5,77.8,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-10-07,11:18:00,NA,Nitzschia sp.,184,184,5298.8,14.8,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-10-07,11:18:00,NA,cf. Thalassiosira sp.,92,92,5202.1,4.5,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-10-07,11:18:00,NA,cf. Tryblionella sp.,92,92,891416,31.7,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-10-07,11:18:00,NA,Eucapsis microscopica,36613.6,73227.1,13180.9,0.8,c,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2020-10-08,11:23:00,NA,Gyrosigma sp.,69.7,69.7,163890.7,118.5,i,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2020-10-08,11:23:00,NA,Plagioselmis nannoplanctica,348.5,348.5,110463.1,11.1,i,Good,NA
FMWT_605,FMWT,38.14853,-122.05738,2020-10-08,11:23:00,NA,Eucapsis microscopica,27598.2,55196.3,9935.3,0.8,c,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Actinocyclus sp.,30.7,30.7,264345,28,i,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Bacillaria sp.,61.3,61.3,67032.9,109.3,i,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Cyclotella sp.,61.3,61.3,63220.3,13,i,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Entomoneis paludosa,30.7,30.7,572110.7,48.2,i,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Gyrosigma sp.,184,184,543628.5,133.3,i,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Navicula antonii,30.7,30.7,22156.4,22.2,i,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Planothidium incuriatum,30.7,30.7,24052.7,24.1,i,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Tryblionella persuadens,30.7,30.7,52708.8,25.9,i,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Cryptomonas marssonii,30.7,30.7,13358.5,13,i,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Chroococcus sp.,61.3,92,8920.3,6,c,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Eucapsis microscopica,10027.3,20054.7,3609.8,0.8,c,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Eucapsis sp.,30.7,61.3,256.9,2,c,TallyNotMet,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-08,13:47:00,NA,Euglena viridis,30.7,30.7,86313.3,38.9,i,TallyNotMet,NA
EMP_D4,EMP,38.06248,-121.8205,2020-10-09,10:25:00,NA,cf. Chlorella sp.,1590.84,3446.82,77381.11,3.7,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2020-10-09,10:25:00,NA,Chroococcus sp.,265.14,530.28,48759.25,5.6,i,Good,Unknown
EMP_D4,EMP,38.06248,-121.8205,2020-10-09,10:25:00,NA,Eucapsis microscopica,106321.14,215293.68,38752.86,0.8,c,Good,Unknown
EMP_EZ6,EMP,38.074626,-121.770251,2020-10-09,11:20:00,NA,Cyclotella sp.,209.08,209.08,188161.55,11.1,i,Good,Unknown
EMP_EZ6,EMP,38.074626,-121.770251,2020-10-09,11:20:00,NA,Entomoneis paludosa,209.08,209.08,1520592.84,46.3,i,Good,Unknown
EMP_EZ6,EMP,38.074626,-121.770251,2020-10-09,11:20:00,NA,Psammodictyon sp.,209.08,209.08,787424.55,33.3,i,Good,Unknown
EMP_EZ6,EMP,38.074626,-121.770251,2020-10-09,11:20:00,NA,Thalassiosira sp.,209.08,209.08,11265.23,5.6,i,Good,Unknown
EMP_EZ6,EMP,38.074626,-121.770251,2020-10-09,11:20:00,NA,Chroococcus sp.,1463.56,2090.8,172386.46,5.6,i,Good,Unknown
EMP_EZ6,EMP,38.074626,-121.770251,2020-10-09,11:20:00,NA,Eucapsis microscopica,81332.12,162664.24,29279.56,0.8,c,Good,Unknown
EMP_D22,EMP,38.08453,-121.7391,2020-10-09,11:55:00,NA,Eucapsis microscopica,167587.75,341731.5,61511.67,0.8,c,Good,Unknown
EMP_EZ2,EMP,38.104166,-121.720519,2020-10-09,13:05:00,NA,Cocconeis placentula,340.72,340.72,142482.29,20,i,Good,Unknown
EMP_EZ2,EMP,38.104166,-121.720519,2020-10-09,13:05:00,NA,Fallacia hodgeana,170.36,170.36,46574.72,14.8,i,Good,Unknown
EMP_EZ2,EMP,38.104166,-121.720519,2020-10-09,13:05:00,NA,Navicula antonii,170.36,170.36,69862.93,22.2,i,Good,Unknown
EMP_EZ2,EMP,38.104166,-121.720519,2020-10-09,13:05:00,NA,Nitzschia sp.,170.36,170.36,12354.51,18.5,i,Good,Unknown
EMP_EZ2,EMP,38.104166,-121.720519,2020-10-09,13:05:00,NA,Stauroforma exiguiformis,170.36,170.36,47525.33,22.2,i,Good,Unknown
EMP_EZ2,EMP,38.104166,-121.720519,2020-10-09,13:05:00,NA,Tryblionella acuminata,170.36,170.36,278422.76,38,i,Good,Unknown
EMP_EZ2,EMP,38.104166,-121.720519,2020-10-09,13:05:00,NA,cf. Cryptomonas sp.,340.72,340.72,159845.38,14,i,Good,Unknown
EMP_EZ2,EMP,38.104166,-121.720519,2020-10-09,13:05:00,NA,Plagioselmis nannoplanctica,511.08,511.08,325874.83,12,i,Good,Unknown
EMP_EZ2,EMP,38.104166,-121.720519,2020-10-09,13:05:00,NA,Eucapsis microscopica,67803.28,135606.56,24409.18,0.8,c,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2020-10-09,13:45:00,NA,Cocconeis placentula,71.87,71.87,175436.11,28,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2020-10-09,13:45:00,NA,Cyclotella sp.,71.87,71.87,15145.88,7.4,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2020-10-09,13:45:00,NA,cf. Cyclotella sp.,215.61,215.61,137651.89,13,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2020-10-09,13:45:00,NA,Chlorella sp.,287.48,287.48,1204.54,2,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2020-10-09,13:45:00,NA,Cryptomonas marssonii,143.74,143.74,63410.9,14,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2020-10-09,13:45:00,NA,Plagioselmis nannoplanctica,215.61,215.61,85198.29,11.1,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2020-10-09,13:45:00,NA,Chroococcus sp.,574.96,646.83,53331.13,6,c,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2020-10-09,13:45:00,NA,Cyanodictyon sp.,71.87,1221.79,1148.48,1.8,c,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2020-10-09,13:45:00,NA,Eucapsis microscopica,27382.47,54764.94,9857.69,0.8,c,Good,Unknown
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,Actinocyclus sp.,76.7,76.7,2198662,41.7,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,Cocconeis placentula,76.7,76.7,227231.7,37,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,Cyclotella sp.,230,230,26884.9,6.3,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,Gyrosigma sp.,76.7,76.7,682435.1,144.5,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,Melosira sp.,76.7,76.7,1293604.3,27.8,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,Nitzschia alpina,153.3,153.3,12764.1,18.5,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,Nitzschia palea,76.7,76.7,14588,27.8,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,Nitzschia sociabilis,76.7,76.7,7658.5,22.2,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,cf. Stauroneis sp.,76.7,76.7,329096.1,31.1,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,cf. Thalassiosira sp.,383.3,383.3,55701.3,7.4,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,Chroococcus sp.,230,230,5618.3,4,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-12,07:00:00,NA,Eucapsis microscopica,29744.7,59489.4,10708.1,0.8,c,Good,NA
EMP_D8,EMP,38.05992,-121.99,2020-10-12,13:25:00,cf. Carteria sp.,cf. Tetraselmis sp.,436.2,436.2,209175.35,13,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2020-10-12,13:25:00,NA,cf. Chrysochromulina sp.,145.4,145.4,3856.01,3.7,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2020-10-12,13:25:00,NA,Cryptomonas sp.,145.4,145.4,109963.11,16.7,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2020-10-12,13:25:00,NA,Plagioselmis nannoplanctica,1017.8,1017.8,297594.54,9.3,i,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2020-10-12,13:25:00,NA,Eucapsis microscopica,59032.4,120972.8,21775.1,0.8,c,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2020-10-12,14:05:00,NA,Navicula cf. lanceolata,375.61,375.61,284317.99,35.2,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2020-10-12,14:05:00,NA,Chlorella sp.,751.22,751.22,2696.88,1.9,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2020-10-12,14:05:00,NA,cf. Kephyrion sp.,375.61,375.61,45640.37,7.4,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2020-10-12,14:05:00,Plagioselmis prolonga,Teleaulax amphioxeia,751.22,751.22,51804.13,5.6,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2020-10-12,14:05:00,NA,Eucapsis microscopica,157756.2,323775.82,58279.65,0.8,c,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2020-10-13,12:15:00,NA,Cyclotella meneghiniana,74.19,74.19,15634.8,7.4,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2020-10-13,12:15:00,NA,Cyclotella sp.,74.19,74.19,6760.93,5.6,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2020-10-13,12:15:00,NA,Thalassiosira sp.,148.38,148.38,3880.14,3.7,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2020-10-13,12:15:00,NA,Eucapsis microscopica,29527.62,59055.24,10629.94,0.8,c,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2020-10-13,12:15:00,NA,Eutreptiella sp.,74.19,74.19,163537.02,27.8,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-10-13,13:10:00,NA,Diatoma moniliformis,164.27,164.27,86179.33,21.3,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-10-13,13:10:00,NA,Fragilariforma sp.,164.27,164.27,546775.98,49,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-10-13,13:10:00,NA,Nitzschia incognita,164.27,164.27,17815.08,24.1,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-10-13,13:10:00,NA,Nitzschia liebetruthii,164.27,164.27,12481.23,11.1,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-10-13,13:10:00,NA,Eucapsis microscopica,67679.24,135358.48,24364.53,0.8,c,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2020-10-13,14:05:00,NA,Eucapsis microscopica,85434.96,172508.96,31051.61,0.8,c,Good,Unknown
FMWT_706,FMWT,38.0903,-121.74,2020-10-21,07:54:00,NA,Cocconeis placentula,143.7,143.7,130324.1,22.2,i,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-10-21,07:54:00,NA,Cyclotella gamma,143.7,143.7,2363588.7,31.5,i,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-10-21,07:54:00,NA,Gyrosigma sp.,143.7,143.7,248169.9,87,i,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-10-21,07:54:00,NA,Nitzschia sp.,143.7,143.7,6254.4,11.1,i,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-10-21,07:54:00,NA,Tryblionella cf. compressa,143.7,143.7,176480.5,18.5,i,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-10-21,07:54:00,NA,Chroococcus sp.,1724.9,2156.1,124851,5.6,c,Good,NA
FMWT_706,FMWT,38.0903,-121.74,2020-10-21,07:54:00,NA,Eucapsis microscopica,55340.1,110680.1,19922.4,0.8,c,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-21,08:12:00,NA,Actinocyclus sp.,54.8,54.8,235270.8,22.2,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-21,08:12:00,NA,Cocconeis placentula,54.8,54.8,27926.6,19.5,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-21,08:12:00,NA,Cyclotella sp.,54.8,54.8,63233.2,13,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-21,08:12:00,NA,Gyrosigma sp.,109.5,109.5,422197.5,146.3,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-21,08:12:00,NA,Nitzschia cf. soratensis,54.8,54.8,810.4,7.4,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-21,08:12:00,NA,cf. Thalassiosira sp.,54.8,54.8,4990.2,5.6,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-21,08:12:00,NA,Plagioselmis nannoplanctica,54.8,54.8,24162,10.2,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-21,08:12:00,NA,Chroococcus sp.,273.8,273.8,8503.8,4.5,i,Good,NA
FMWT_704,FMWT,38.07087,-121.77892,2020-10-21,08:12:00,NA,Eucapsis microscopica,21355.7,42711.4,7688.1,0.8,c,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-21,08:37:00,NA,Gyrosigma sp.,71.9,71.9,273328.2,138.9,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-21,08:37:00,NA,Lindavia sp.,71.9,71.9,51465.5,11.1,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-21,08:37:00,NA,Nitzschia cf. soratensis,71.9,71.9,1437.4,10,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-21,08:37:00,NA,Chlorella sp.,71.9,71.9,6608.6,5.6,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-21,08:37:00,NA,Cryptomonas marssonii,71.9,71.9,16256.6,12,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-21,08:37:00,NA,Plagioselmis nannoplanctica,143.7,143.7,49146.2,9.3,i,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-21,08:37:00,NA,Chroococcus sp.,575,934.3,44578.8,4.5,c,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-21,08:37:00,NA,Eucapsis microscopica,27741.9,55483.8,9987.1,0.8,c,Good,NA
FMWT_802,FMWT,38.03528,-121.83875,2020-10-21,08:37:00,NA,Euglena viridis,71.9,71.9,237143.8,38.9,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-10-21,09:43:00,NA,cf. Cyclotella sp.,164.3,164.3,406416,15,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-10-21,09:43:00,NA,Lindavia sp.,164.3,164.3,91278.7,10.2,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-10-21,09:43:00,NA,Plagioselmis nannoplanctica,164.3,164.3,56911,9.3,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-10-21,09:43:00,NA,Chroococcus sp.,164.3,164.3,4356.9,3.7,i,Good,NA
STN_610,FMWT,38.11880556,-121.8891944,2020-10-21,09:43:00,NA,Eucapsis microscopica,65052.8,130105.6,23419,0.8,c,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-21,10:02:00,NA,cf. Cyclotella sp.,124.3,124.3,32295.8,8.3,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-21,10:02:00,NA,Nitzschia reversa,62.2,62.2,53620.6,85.2,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-21,10:02:00,NA,Plagioselmis nannoplanctica,248.6,248.6,102193.9,11.1,i,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-21,10:02:00,NA,Chroococcus sp.,435.1,683.7,24674,4.5,c,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-21,10:02:00,NA,Eucapsis microscopica,24117.3,48234.6,8682.2,0.8,c,Good,NA
STN_MONT,FMWT,38.14387,-121.90889,2020-10-21,10:02:00,NA,Trachelomonas volvocina,62.2,62.2,34537.9,10.2,i,Good,NA
STN_609,FMWT,38.16719444,-121.938,2020-10-21,10:20:00,NA,Actinocyclus sp.,131.4,131.4,6775797.9,44.4,i,Good,NA
