station,collected_by,latitude,longitude,date,time_pst,taxon_original,taxon,algal_group,kingdom,phylum,class,genus,species,units_per_ml,cells_per_ml,biovolume_per_ml,gald_um,phyto_form,quality_check,debris
EMP_NZ068,EMP,38.14272,-121.6895,2020-07-14,13:45:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,36.51,36.51,2647.71,18.5,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2020-07-14,13:45:00,NA,Chroococcus sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcus,sp.,401.61,511.14,21278.76,4.5,i,Good,Unknown
EMP_NZ068,EMP,38.14272,-121.6895,2020-07-14,13:45:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,14129.37,27163.44,4889.42,0.8,c,Good,Unknown
STN_801,STN,38.05561111,-121.847,2020-07-15,10:25:00,NA,cf. Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,146,146,7339.9,4,i,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-15,10:25:00,NA,Aphanizomenon sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,sp.,146,6571,437639.1,7.4,f,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-15,10:25:00,NA,Chroococcus sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcus,sp.,13434,16354.5,680831.9,5,c,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-15,10:25:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,43660.6,87321.1,15717.8,0.8,c,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-15,10:25:00,NA,Pseudanabaena sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,sp.,1022.2,8469.3,85142.4,4.5,f,Good,NA
EMP_D8,EMP,38.05992,-121.99,2020-07-15,10:55:00,NA,Chroococcus sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcus,sp.,1556.72,1910.52,91150.91,5.6,c,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2020-07-15,10:55:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,27030.32,54060.64,9730.92,0.8,c,Good,Unknown
EMP_D8,EMP,38.05992,-121.99,2020-07-15,10:55:00,NA,Pseudanabaena sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,sp.,70.76,283.04,2521.89,3.7,f,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2020-07-15,11:40:00,NA,Nitzschia exilis,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,exilis,105.74,105.74,5879.14,27.8,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2020-07-15,11:40:00,NA,Chroococcus sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcus,sp.,845.92,1691.84,61058.51,4.5,i,Good,Unknown
EMP_D10,EMP,38.04631,-121.9183,2020-07-15,11:40:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,42296,90936.4,16368.55,0.8,c,Good,Unknown
STN_610,STN,38.11880556,-121.8891944,2020-07-16,06:10:00,NA,Bacillaria cf. paxillifera,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Bacillaria,paxillifera,74.8,74.8,178158.4,87,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-16,06:10:00,NA,Cocconeis placentula,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,placentula,74.8,74.8,70940.6,20.4,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-16,06:10:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,74.8,74.8,160904,16,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-16,06:10:00,NA,Entomoneis paludosa,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Entomoneis,paludosa,149.6,149.6,2207825.2,55.6,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-16,06:10:00,NA,Navicula lanceolata,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navicula,lanceolata,74.8,74.8,131165.1,34.3,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-16,06:10:00,NA,Nitzschia clausii,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,clausii,74.8,74.8,42070.4,45,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-16,06:10:00,NA,Cryptomonas marssonii,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Cryptomonas,marssonii,74.8,74.8,30022.3,14,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-16,06:10:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,30141.1,60282.1,10850.8,0.8,c,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-07-16,07:03:00,NA,Chaetoceros sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Chaetoceros,sp.,287.5,287.5,84968,12,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-07-16,07:03:00,NA,Cocconeis placentula,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,placentula,143.7,143.7,69238.8,14.8,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-07-16,07:03:00,NA,Nitzschia cf. acicularis,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,acicularis,575,575,89464,83.3,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-07-16,07:03:00,NA,Chroococcus sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcus,sp.,287.5,287.5,16646.8,5.6,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-07-16,07:03:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,56058.8,112117.5,20181.2,0.8,c,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-07-16,07:03:00,NA,Pseudanabaena sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,sp.,143.7,1437.4,14901.9,3.7,f,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-07-16,07:03:00,NA,Trachelomonas volvocina,Euglenoids,Protozoa,Euglenophyta,Euglenophyceae,Trachelomonas,volvocina,143.7,143.7,165351.1,13,i,Good,NA
STN_609,STN,38.16719444,-121.938,2020-07-16,07:30:00,NA,Cyclotella meneghiniana,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,meneghiniana,102.2,102.2,248520.2,16.7,i,Good,NA
STN_609,STN,38.16719444,-121.938,2020-07-16,07:30:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,102.2,102.2,21980.6,7.4,i,Good,NA
STN_609,STN,38.16719444,-121.938,2020-07-16,07:30:00,NA,Entomoneis paludosa,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Entomoneis,paludosa,102.2,102.2,1305369.8,51.9,i,Good,NA
STN_609,STN,38.16719444,-121.938,2020-07-16,07:30:00,NA,Navicula lanceolata,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navicula,lanceolata,102.2,102.2,154695.8,29.6,i,Good,NA
STN_609,STN,38.16719444,-121.938,2020-07-16,07:30:00,NA,cf. Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,102.2,102.2,4066.4,3.7,i,Good,NA
STN_609,STN,38.16719444,-121.938,2020-07-16,07:30:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,43032.7,86065.4,15491.8,0.8,c,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-16,08:43:00,NA,Cyclotella meneghiniana,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,meneghiniana,80.7,80.7,33986.1,9.3,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-16,08:43:00,NA,Gyrosigma sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Gyrosigma,sp.,80.7,80.7,173348.7,137,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-16,08:43:00,NA,Navicula antonii,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navicula,antonii,80.7,80.7,8442,11.1,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-16,08:43:00,NA,cf. Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,80.7,80.7,3210.3,3.7,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-16,08:43:00,NA,Chroococcus sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcus,sp.,242.1,242.1,13160.3,5.6,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-16,08:43:00,NA,Dolichospermum sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Dolichospermum,sp.,80.7,2501.6,79572,4.5,f,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-16,08:43:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,31794.4,63588.7,11446,0.8,c,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-16,08:43:00,NA,Pseudanabaena sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,sp.,161.4,887.7,7808.3,2.8,f,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-16,08:43:00,NA,Peridinium sp.,Dinoflagellates,Chromista,Miozoa,Dinophyceae,Peridinium,sp.,80.7,80.7,105681.9,14.8,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2020-07-16,09:41:00,NA,Actinocyclus sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Actinocyclus,sp.,105.7,105.7,4130275.6,46.3,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2020-07-16,09:41:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,105.7,105.7,75719.3,11.1,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2020-07-16,09:41:00,NA,cf. Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,105.7,105.7,7567.7,4.5,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2020-07-16,09:41:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,42401.8,84803.5,15264.6,0.8,c,Good,NA
FMWT_605,STN,38.14853,-122.05738,2020-07-16,09:41:00,NA,Peridinium sp.,Dinoflagellates,Chromista,Miozoa,Dinophyceae,Peridinium,sp.,105.7,105.7,301096.3,19.5,i,Good,NA
EMP_D7,EMP,38.11714,-122.0397,2020-07-16,12:25:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,143.74,143.74,23491.43,7.4,i,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2020-07-16,12:25:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,59077.14,118154.28,21267.77,0.8,c,Good,Unknown
EMP_D7,EMP,38.11714,-122.0397,2020-07-16,12:25:00,NA,cf. Eucapsis sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,sp.,431.22,862.44,3613.62,2,c,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-07-16,13:30:00,NA,Cylindrotheca closterium,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cylindrotheca,closterium,183.99,183.99,73101.07,55.6,i,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-07-16,13:30:00,NA,Cylindrospermum sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Cylindrospermum,sp.,183.99,7911.57,403806.53,9.3,f,Good,Unknown
EMP_NZS42,EMP,38.18045,-122.0476,2020-07-16,13:30:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,74515.95,149031.9,26825.74,0.8,c,Good,Unknown
EMP_NZ032,EMP,38.16991,-122.0211,2020-07-16,14:20:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,211166.76,422333.52,76020.03,0.8,c,Good,Unknown
STN_801,STN,38.05561111,-121.847,2020-07-28,07:54:00,NA,Cocconeis placentula,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,placentula,85.2,85.2,48669.6,25,i,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-28,07:54:00,NA,Cyclotella meneghiniana,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,meneghiniana,85.2,85.2,23120.6,8,i,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-28,07:54:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,511.1,511.1,98342.6,9.3,i,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-28,07:54:00,NA,Navicula cf. oppugnata,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navicula,oppugnata,85.2,85.2,82060.9,29.6,i,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-28,07:54:00,NA,cf. Navicula sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navicula,sp.,85.2,85.2,15841.9,14.8,i,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-28,07:54:00,NA,cf. Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,85.2,85.2,11748.7,5.6,i,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-28,07:54:00,NA,cf. Aphanizomenon sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,sp.,85.2,766.6,39497.6,5.6,f,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-28,07:54:00,NA,Chroococcus sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcus,sp.,4599.7,5281.1,176972.2,4,c,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-28,07:54:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,29131.4,58262.8,10487.3,0.8,c,Good,NA
STN_801,STN,38.05561111,-121.847,2020-07-28,07:54:00,NA,Komvophoron sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Komvophoron,sp.,85.2,596.3,3746.4,2,f,Good,NA
STN_704,STN,38.06776131,-121.7750077,2020-07-29,05:48:00,NA,Cocconeis placentula,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,placentula,242.1,242.1,94973,15,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2020-07-29,05:48:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,484.2,484.2,219645.3,13,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2020-07-29,05:48:00,NA,Melosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Melosira,sp.,242.1,242.1,2661434.9,24.1,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2020-07-29,05:48:00,NA,Nitzschia sociabilis,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sociabilis,242.1,242.1,13557,28,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2020-07-29,05:48:00,NA,Nitzschia sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,sp.,242.1,242.1,7650,15.8,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2020-07-29,05:48:00,NA,cf. Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,242.1,242.1,17326.2,4.5,i,Good,NA
STN_704,STN,38.06776131,-121.7750077,2020-07-29,05:48:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,95141,190282,34250.8,0.8,c,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-29,06:09:00,NA,Chaetoceros sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Chaetoceros,sp.,368,368,85546.1,18.5,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-29,06:09:00,NA,Entomoneis paludosa,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Entomoneis,paludosa,122.7,122.7,429412.7,40.7,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-29,06:09:00,NA,Nitzschia acicularis,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,acicularis,122.7,122.7,44524,92.6,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-29,06:09:00,NA,Chroococcus sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcus,sp.,245.3,245.3,6506.3,3.7,c,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-07-29,06:09:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,48327.4,96654.9,17397.9,0.8,c,Good,NA
STN_706,STN,38.09005982,-121.7390041,2020-07-29,06:38:00,NA,Actinocyclus sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Actinocyclus,sp.,191.7,191.7,1066653,28,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2020-07-29,06:38:00,NA,Cocconeis placentula,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,placentula,383.3,383.3,263618,23,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2020-07-29,06:38:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,1629.1,1629.1,350315.6,8.3,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2020-07-29,06:38:00,NA,Nitzschia liebetruthii,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,liebetruthii,191.7,191.7,25652.5,18.5,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2020-07-29,06:38:00,NA,cf. Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,191.7,191.7,14912.8,5.6,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2020-07-29,06:38:00,NA,Chroococcus sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Chroococcus,sp.,95.8,95.8,10837.8,6,i,Good,NA
STN_706,STN,38.09005982,-121.7390041,2020-07-29,06:38:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,35935.1,71870.2,12936.6,0.8,c,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-07-29,07:06:00,NA,Nitzschia acicularis,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,acicularis,153.3,153.3,24409,79.6,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-07-29,07:06:00,NA,cf. Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,306.6,306.6,25004.6,5.6,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-07-29,07:06:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,61482.6,122965.1,22133.7,0.8,c,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-07-29,07:06:00,NA,Trachelomonas volvocina,Euglenoids,Protozoa,Euglenophyta,Euglenophyceae,Trachelomonas,volvocina,153.3,153.3,176374.5,13,i,Good,NA
STN_609,STN,38.16719444,-121.938,2020-07-29,07:27:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,657.1,657.1,1597630,21.3,i,Good,NA
STN_609,STN,38.16719444,-121.938,2020-07-29,07:27:00,Geissleria decussis,Navigeia decussis,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Navigeia,decussis,328.5,328.5,256638.2,24,i,Good,NA
STN_609,STN,38.16719444,-121.938,2020-07-29,07:27:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,135362.4,270724.8,48730.5,0.8,c,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-29,08:29:00,NA,Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,153.3,153.3,177052.9,13,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-29,08:29:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,153.3,153.3,82592,11.1,i,Good,NA
STN_606,STN,38.16775731,-122.0220091,2020-07-29,08:29:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,61482.6,122965.1,22133.7,0.8,c,Good,NA
FMWT_605,STN,38.14853,-122.05738,2020-07-29,09:33:00,NA,cf. Cyclotella sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,sp.,605.2,605.2,445106.8,18.5,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2020-07-29,09:33:00,NA,cf. Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,484.2,484.2,19261.9,3.7,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2020-07-29,09:33:00,NA,Tryblionella cf. compressa,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Tryblionella,compressa,121,121,98138.8,22.2,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2020-07-29,09:33:00,NA,cf. Vitreochalmys sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Vitreochalmys,sp.,121,121,469945.3,19.5,i,Good,NA
FMWT_605,STN,38.14853,-122.05738,2020-07-29,09:33:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,47812.6,95625.2,17212.5,0.8,c,Good,NA
FMWT_605,STN,38.14853,-122.05738,2020-07-29,09:33:00,NA,Peridinium sp.,Dinoflagellates,Chromista,Miozoa,Dinophyceae,Peridinium,sp.,121,121,400496.7,20.4,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-08-12,06:13:00,NA,Actinocyclus sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Actinocyclus,sp.,153.3,153.3,846284.8,27.8,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-08-12,06:13:00,NA,Cocconeis placentula,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Cocconeis,placentula,76.7,76.7,28053.5,16.7,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-08-12,06:13:00,NA,Cyclotella meneghiniana,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Cyclotella,meneghiniana,76.7,76.7,32286.8,9.3,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-08-12,06:13:00,NA,Gyrosigma sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Gyrosigma,sp.,153.3,153.3,510249.9,146.3,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-08-12,06:13:00,NA,Nitzschia acicularis,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Nitzschia,acicularis,76.7,76.7,26839.2,77.8,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-08-12,06:13:00,NA,cf. Rhizosolenia sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Rhizosolenia,sp.,153.3,153.3,1007319.8,96.3,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-08-12,06:13:00,NA,Scenedesmus sp.,Green Algae,Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,sp.,76.7,153.3,2023,6.3,c,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-08-12,06:13:00,NA,Plagioselmis nannoplanctica,Cryptophytes,Chromista,Cryptista,Cryptophyceae,Plagioselmis,nannoplanctica,76.7,76.7,23954.7,9.3,i,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-08-12,06:13:00,NA,Aphanizomenon sp.,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Aphanizomenon,sp.,76.7,2453.2,118695.2,4.5,f,Good,NA
STN_610,STN,38.11880556,-121.8891944,2020-08-12,06:13:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,29898,59796,10763.3,0.8,c,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-08-12,07:05:00,NA,Chaetoceros sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Chaetoceros,sp.,681.4,681.4,80921.9,13,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-08-12,07:05:00,NA,Gyrosigma sp.,Pennate Diatoms,Chromista,Heterokontophyta,Bacillariophyceae,Gyrosigma,sp.,340.7,340.7,1096579,146.3,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-08-12,07:05:00,NA,cf. Rhizosolenia sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Rhizosolenia,sp.,170.4,170.4,902048.5,64.8,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-08-12,07:05:00,NA,cf. Thalassiosira sp.,Centric Diatoms,Chromista,Heterokontophyta,Coscinodiscophyceae,Thalassiosira,sp.,170.4,170.4,2937.2,2.8,i,Good,NA
STN_MONT,STN,38.14387,-121.90889,2020-08-12,07:05:00,NA,Eucapsis microscopica,Cyanobacteria,Eubacteria,Cyanobacteria,Cyanophyceae,Eucapsis,microscopica,68654.7,137309.3,24715.7,0.8,c,Good,NA
